,p_value
HES7,0.1013566177465629
FARSA,2.120683379876378e-05
SPTY2D1,0.0008022690410010501
RPL31P38,0.8122464836506059
C10orf67,0.03399820200474265
SAMD4B,4.763694429171015e-05
LINC00670,0.5176747156170007
CYP11B2,
GIMAP7,0.16971917960074387
ALOXE3,0.07897899956610271
EDC3,1.5068440699433716e-05
TCAIM,1.3101838257191384e-07
RPS2P28,0.6078534625111942
FUCA1,0.00012461629591486214
PXT1,0.747948501320133
GGN,0.0002327004838332474
OR7E97P,
TMEM125,0.007764030544169112
ZNF664,1.151232477824388e-05
SIGLECL1,0.6040090515706429
CALR,2.326807757566135e-05
LINC00311,0.7500332206415221
MAGED1,4.864145815920562e-06
GVQW3,4.534839768262902e-05
LDLRAD3,3.15908964631526e-05
CDH4,0.12764928004806927
LOC100128310,0.7822175997798139
SMCO3,0.014331130382938356
RAD23A,1.2773475865963677e-05
PCARE,0.005485775030027191
GADD45GIP1,0.014159555100343606
DAND5,0.6417343950428702
TMEM151A,5.9223540039854136e-05
PTPN11,6.087435039046219e-06
NSUN7,0.0007114223138791296
RTL3,0.13646964461298397
FAM156B,0.08297146205045842
WSCD1,0.00020983279554707987
RAB39A,0.00011224330821311229
CLK3,0.0006082207428562288
HLA-DQB1,0.052985184844569266
GATA2,0.4845191438630386
ARID3B,0.0013023041445867295
TMEM31,0.10458973600666766
PACS2,0.0038478927541612355
OR4K11P,
ELMOD2,1.614953395330238e-06
EGR3,0.059427740016538715
CATSPERE,6.435356095483366e-05
GPC5,0.5563580520461475
VWA1,0.18513330126548186
LINC00174,0.003309872548432181
DNAJB8,0.6140040310533847
GEMIN4,0.0003289898346492747
IL6-AS1,0.8845257491984422
FJX1,0.02947236368035019
OR13C6P,0.39586860815581715
SLC24A3-AS1,0.4928826957971123
LINC01699,0.45622366418112437
KLHL28,3.2060585226685802e-06
MKRN3,0.00696616860779469
ZBTB18,3.021484673233275e-05
OR9A2,0.6130172775602396
C14orf28,0.00017613944388895946
ALOX12B,0.001837036904233307
SLC17A8,0.09621180701402414
EIF3J-DT,9.285782151807096e-06
SHARPIN,0.004716424199289271
LBX2,0.07893946855423747
DNHD1,0.002524787779041635
SLITRK4,0.16911914186080082
HTR1D,0.031814350033201495
GCC1,2.3522238276010443e-05
LSMEM2,0.531839090570464
NBPF17P,0.30349080472639756
RNF151,0.5017748457187454
CIITA,0.29631946932915404
ZFPM1,0.08773238011594554
ALOX15B,0.4720006940214565
PLD6,0.0021028339141909882
GPHB5,0.23473121323421792
GRM8,0.0003292346695409576
CDC42EP4,0.00020255053240748148
DGKZP1,0.6688683315786597
OR2AP1,0.6040090515706429
OR6C4,0.054784749397794506
ZBTB42,0.0039794190987674696
LACC1,0.0002080260673915995
MAF1,0.00024033320340895994
TPPP2,0.0009915100502012753
FCER1A,0.06149653260125873
RPRML,0.8198413962527771
ARL14,0.36619000842409266
LINC00305,0.3305565107267705
OR6C2,
WDR97,0.019781452166257124
NLRP8,0.8350237261018986
PCED1B,0.06150312441523433
FLJ37453,3.17848232138555e-06
APOBEC3B,0.702053857806433
SYCN,0.30806791939034733
PIPOX,0.00013825433173805302
ATP8B5P,0.19949053118847548
FOXS1,0.8312718183121345
ATOH7,0.0037165007003830044
CDH5,0.2355964497133868
LRRC3B,0.2893997558141494
FAM216B,0.6053845181517883
MRGPRX4,0.46130296393018044
PCBP1-AS1,0.014384975180382679
MYADM,0.019287670736136554
MRGPRX3,0.04507799580685373
MROH1,0.0019584043096029114
SERTAD2,0.015069997758448547
PIK3CD-AS1,0.5306532340830152
AKAP5,0.04345025591573291
NKPD1,0.17605240934989663
GIPC3,0.38953560144432353
RNF227,2.7994270003980203e-05
CITED4,0.4814005040596835
ABCA13,0.09646730061944511
NLRP11,9.348550894629576e-05
TIGD5,0.0009591174561562422
PDXDC1,0.0018630293325981799
C1orf194,0.08801506022893708
ZNF154,0.00010699385544331674
R3HDM2,2.6953733698933972e-05
B3GNT3,0.047584596817120656
ITLN1,0.3453956934299772
NRXN1,0.00030498196342143276
SEPHS2,7.119359975412528e-05
OR10A7,
GPBAR1,0.0005112115612494278
ZNF784,0.00018955601006697483
ZNF648,0.6634066167073346
C14orf119,1.5550793044330378e-06
CCR8,0.01291742880487077
LINC00652,0.28401627513718497
GOLGA8J,0.05810634346559825
BBS10,6.056391859022495e-06
FIZ1,0.00017082457263159747
PUF60,6.350603321565285e-06
SSC5D,0.030952499742523634
DCTPP1,0.00014299429020501886
ZNF771,0.006695303275671594
TSHZ1,2.5307338865372208e-05
PSTK,1.8514302219379912e-08
SPDYE7P,0.5847334270979825
SOCS4,3.914957648269401e-06
ZADH2,2.2959778092235332e-05
OR1E1,0.273326858345771
ZNF48,1.0860472707694971e-05
OR1R1P,0.09034312764093186
FAM71E2,0.336707214039914
C3orf80,0.0044716938535326305
NKX2-6,0.3533039651427261
TMEM150B,0.06689076570897061
OR3A4P,0.8983170368315706
ANKRD18A,0.006341024505986595
WFDC11,0.2886401658869494
TMEM86B,0.00028098716457967884
OR3A1,0.12377609161022524
SEPTIN1,0.003733007145007974
TRNAU1AP,0.0005872709771513429
EXOC3,0.00011056900457384933
TDRD6,0.23756401215421707
C12orf40,0.4346197620514316
CSNK1A1L,0.7721632786170235
ACTA2-AS1,0.3801014784712228
XIAPP3,0.6292313047723528
LYNX1,0.0017970609607050932
TH,0.004602016353630997
MED14,1.530237679658669e-05
FAHD1,4.022809271689884e-06
TDRP,4.3452386722725935e-05
RCC1,0.009577281698649106
WFDC9,0.6040090515706429
MYLPF,3.4020695260903214e-05
F2,0.02073021294391269
RPL23P6,0.8203837600419022
FAM71C,0.6975026992167134
PRKRA,1.3667019341109656e-06
HERC2P3,0.0002889393197714824
NACAP2,0.9967503136199286
ZNRF2,4.5386355638094944e-05
RRH,0.028890925483249362
SLC9A4,0.05053502599408196
ZNF816,7.627789486861777e-07
PRNT,
FGD6,0.03108804532817623
ADGRD2,0.9325273931772406
GPR139,0.4613029639301802
LINC01869,0.01562474489072238
CNEP1R1P1,0.10971044167629396
PLD5,0.012212305952368586
OAZ2,5.541156844343409e-07
WFDC10A,0.42782264108266777
PNPLA1,0.11638489472649148
ALX1,0.7960179682943384
CCDC43,3.090860438159223e-07
KCTD4,0.048648845303231984
MEIOC,0.44757007132157833
FZD2,0.13947003828871293
TIGD2,8.938945906039109e-06
ITPRID1,0.7992887872228551
HCLS1,0.05060352013254348
MTURN,2.429867728509902e-05
ZNF609,4.480759637503733e-05
PAK2,7.974583642784322e-05
CCDC66,8.192997017411826e-06
DEFB124,0.08297231245758431
MCFD2,8.807834970674902e-06
OR10AA1P,0.6040090515706429
LINC00304,0.31185461501983514
HARBI1,4.9723813165278e-07
DEFB123,0.8289468856412742
C11orf71,8.459842588370943e-06
CYP8B1,0.1407813323537992
OR6K6,
OR6K4P,0.6040090515706429
TPRXL,0.4645122086857981
SERTM1,0.05214642333301461
GAS1,0.017968745704492334
ARHGAP45,0.3052277565084686
OR10Q1,0.3885410275853871
ZNF571,6.371806368666527e-06
GLIPR1L2,0.008170386499117851
DEFB119,0.4996638067648609
MIGA1,2.1253843436780783e-06
KCNE1,0.4013545726450878
DIP2C-AS1,0.00012353985501053948
NRIP1,0.00026321626785778444
ZSCAN4,0.6343390093143213
BHLHA15,0.04201462387825925
RNF182,4.675272228832611e-05
C9orf139,0.8392504347873404
TSPYL5,2.096951007682962e-05
FUT7,0.007924774071092676
H2AC6,0.0001156720398338526
EIF2S3B,0.24025663000495853
SKIDA1,0.002841982705816192
H2BC4,0.014872428498262483
MB21D2,6.867521702255715e-05
GSX2,0.5106877845693591
SSTR2,6.537632335800954e-05
ZNF594,2.9925157585425024e-05
PCGF5,1.498796982672976e-05
SLC47A2,0.4807799790225
PRF1,0.40534555776269743
OR2A4,0.42079202637600877
MAB21L1,0.10402519716964834
VN1R3,0.293177919712242
YOD1,0.006271280816768395
EXOC5P1,0.05110915671229259
TMEM64,4.032759405487229e-05
C3orf22,0.8924564333817284
OR10K2,0.303899640686989
LINC02363,0.009135321947252561
OR5AZ1P,0.08687373101145944
CHRM4,0.0006034188737009359
OR51A9P,0.27726290075599347
SHISA2,0.023831074688572405
S1PR5,0.07549139094503104
CLRN3,0.008425129492995025
SMG1P3,0.007369496629354965
GPR157,0.038205005877812524
PIPSL,0.19364626808570187
CHST13,0.137181936414607
WDFY3-AS2,5.580938972238291e-05
OR7E129P,0.4539470698875553
AGTR2,0.10543600644162568
SLC36A4,0.00019199836390041065
ZDHHC20,1.7607534364099017e-05
ANKRD30B,0.44147267441157034
OR51E1,0.4929798535069604
ZFP3,2.887339248047304e-06
ARSJ,0.00036124334108033896
HOXC9,0.24350449987672046
MAP3K15,0.0002861260935124005
PPA1,6.40439678082409e-08
HOXC10,0.6726894223629434
PSMG4,3.706698210461927e-05
BHLHE22,0.0856786831064901
MAP6D1,0.0006182902772170247
CSNK1G2-AS1,0.6063651692018508
ZNF443,3.527270167083645e-05
LINC01559,0.06705363463872621
LINC01555,0.6226844471770168
CXCR2,0.6383515448770665
DEFB112,0.32340448295776225
GREM2,0.25279317457525363
C11orf42,0.9577583591204109
SSR4,2.0170399187953896e-07
CAPS2,5.810183094278931e-06
ZNF792,7.717952060230245e-05
CUEDC1,7.03779981591878e-05
SCRIB,0.4857261014815173
KCTD2,4.293635755598992e-05
D2HGDH,0.002541534749503829
OR52B1P,0.485000975520824
TTTY11,0.6040090515706431
OR56B3P,0.38786180096362965
OXTR,0.07813098727966859
CMTR2,1.8166638255511697e-05
OR56B4,0.4424013322823218
OR7E18P,0.6040090515706427
GPR62,0.05189049461190222
OR56A1,0.23777477948482584
ZNF572,7.79719295719726e-06
ST20,0.00010738017725151475
PITPNB,9.823611284656552e-07
TCEAL8,1.6927089710512822e-09
OR52E4,0.46130296393018033
LRRC57,5.528199158518406e-06
OR52N2,0.23681702518769984
MRPL14,0.00022966585353162208
GPR137C,0.002045444244473012
C1orf105,0.09177222878323905
OR52N1,0.2523783014055035
BBS12,9.690718899857522e-08
ZFP82,1.259984455060345e-06
OR52N5,0.6011832453221813
LSMEM1,0.21940028286580662
NQO1,0.0010612538171549711
OR56B1,0.8807443864529514
AEN,9.433541524922725e-05
FKRP,2.904384643909079e-05
TRAPPC5,0.007406587609288306
RPH3AL,0.00012816322529510547
SLC25A42,6.020477803080978e-06
FCRL6,0.40329033355413546
METTL23,1.9449857335304186e-06
SLC26A11,5.4477332059021346e-05
HIGD1A,4.58972972358313e-06
CHRM2,0.03488851983981435
OR52N4,0.7311686061131091
MAPK15,
EHMT1,0.001693615616088547
ADIPOQ,0.763421735590407
F2R,0.0336451005183947
OR52P1P,0.3405822877523511
LOC107985579,0.0018521487631349772
HLA-V,0.46039643043546874
MUC16,0.522415190581047
NPM1,8.352503358895128e-07
FER1L6-AS1,0.6500450998400841
PJA1,8.751956820150866e-08
DHTKD1,4.841888679161874e-05
PENK,0.5517074818203391
HECW1-IT1,0.6040090515706431
OR8G2P,0.6040090515706431
C4orf50,0.00047468608912619697
H2AW,0.007601012759204998
ZNF746,0.00014832804069822214
POLR2A,0.0020371428605533374
TMEM132C,0.002662069933356057
SLC25A41,0.13282170650941297
MTHFD2P7,0.8204154797374978
TLCD5,0.0008330274055555073
OR5AK2,0.6040090515706431
FRAT2,0.006418810706729358
OR5AK3P,0.08220771912395103
TMEM102,0.01650835621386713
TMEM132E,0.0100971053033611
ZNF322,5.598472751030022e-06
NME9,0.0008879145563414823
SPEM1,0.12382435508230422
OR9G3P,
HEPHL1,0.058137119110069475
LRRC75A,6.978979780918994e-06
CTAGE10P,0.10511578117298175
HSP90AA6P,0.8213639431174474
OR5M8,
CCL13,0.7273378643308774
CFAP65,0.00010188138303186643
DDX60L,4.485534638991352e-05
SYNE4,1.9340130724553607e-06
OGFOD3,7.033551718981376e-05
WASHC1,0.02457721983737151
UTS2R,0.21754034964140218
AATK,0.0012380048928380299
DDN,0.0013839717795050858
SAGE1,0.0003250603090901322
ZNF467,0.0016683464962416001
SOX2,0.16158305219125474
ZNF678,1.824093593612284e-05
TMEM45A,0.008861192676268097
RAP2B,0.5164670052737491
ZBTB2,0.0001322025665591465
RNF135,3.821761805589465e-05
OR6T1,0.9938153490465444
ACBD4,0.0007726507321688694
LOC643067,
OR8D4,0.9347554378686922
SGSH,0.005595838648515939
RPL24P4,0.7970202416580798
MAB21L2,0.2786465412467806
FANCB,0.008961078174506615
EDDM3B,0.5324974313962869
SETD2,1.1632097599909986e-05
EDDM3A,0.4587356375680446
C6orf223,0.00836584488638734
TMIE,0.0018911027886473607
MEX3D,0.3051897050409598
OR52D1,0.9125357604481503
MRPS23,3.907938805557498e-08
OR52H1,0.4160516828660169
FDCSP,0.5356682427173896
GPR135,0.0005615793426123237
SLX1B,8.564635540950077e-06
ANKRD62,0.8000183576808417
P2RY13,0.22803515659253165
TNFSF15,0.06996610000340107
ZFP41,3.14721922328431e-05
ATG9B,0.11044232565159962
GPR88,0.050319625857387244
ZNF875,9.50191739479294e-06
PLAG1,4.001322188543773e-05
OR8H1,
OR5T1,0.054784749397794506
YIPF6,2.0569346045010248e-09
ZBTB20,0.41064782805065847
OR2Z1,0.007625461873884852
DIPK2A,0.006146801990736165
MACIR,2.77051470821735e-05
OR8K5,
AMIGO1,5.40054434743587e-05
OR8H3,
OR8H2,0.6040090515706431
GPR3,0.0031492375633127173
TMEM252,0.9516660531514198
OR5J1P,
ODF3L2,0.2561692977938419
OR5AS1,
ACTL9,0.46130296393018033
SIAH2,0.0029802757128727314
COPG1,1.1757351922278614e-05
ADGRB1,0.07410280459393848
LINC00471,0.0001472934875722879
CELF2-AS1,0.9570671409931881
OR6S1,
SLC9A9,6.011791499342642e-05
LSM10,2.2865827682903043e-07
RELL1,0.0003195307498213228
RFX7,0.00010946627770721048
SLC35C1,0.0012599826463206671
OR5D17P,
TIGIT,0.8688884421849603
RNF41,3.815061777376283e-06
SLC2A4,0.8631290575162747
FTMT,0.054784749397794506
IBA57,0.0005769333697665189
CLDN7,0.0032757646903902463
ZNF329,7.748621113631433e-06
ZNF101,2.6170077992751685e-06
OR4C6,0.054784749397794506
C5orf24,1.1264394204845901e-05
LINC02724,0.16484891385631864
ADO,2.0512843640124346e-05
COA4,1.3090837695848653e-07
OR4P4,
PRKAG1,2.849675319703582e-06
GINS3,0.03863892790904231
OR4C15,
OR4A21P,
OR4A13P,
OR4A15,
OR4A16,0.4907686742655528
OR52K2,0.4949943528707922
NEUROG1,0.4613029639301802
CCDC149,1.1164648944728636e-05
GOLGA8CP,0.001826674950552908
MRPS11,7.638595907795276e-09
LINC00301,0.9140432090056818
SNRPE,0.1408403170732707
RTKN2,0.00047969725579147157
PNMA8A,8.536944319994966e-05
LOC100996643,0.46790849210822816
CHST15,0.014459357651004052
ADIG,0.3559361410354531
USH1G,0.057321672373779664
TRPC2,0.907210793805128
TRIM49B,0.25903037211000124
IDH2,0.05750852957153124
OR52A1,0.6040090515706431
OR6B2,0.3296241751861918
TMEM259,0.0004366840697308155
GET1,4.712652219885538e-09
TNRC18,0.0002388430524639219
FAM181B,0.0010112500365414981
TMEM30B,4.2577845476596824e-05
DEXI,0.0002501723176763206
ZNF716,0.7440357220675602
NOP10,1.5680835445971147e-05
FAM89A,0.019669714979591885
KCNIP1,0.0011721782004503866
TDRKH,5.860483348585252e-06
ZNF708,1.9405266827433556e-05
IST1,1.4683076224676217e-05
ERCC6L2,5.812709096271323e-06
MRPL41,0.004481578154573562
ENPP7,0.08481393455259417
CREB3L2,2.017058222131116e-05
P2RY8,0.6623967682534653
UNC5C,0.0017869085402717141
MRGPRG,0.5712007535376398
TSEN54,0.0035423305107733466
RGMA,0.16715616230226452
ASB18,0.7181906970616663
UBA7,0.04667728037723341
MRPS16,3.795125867590702e-08
SHISAL2A,0.4583688034314577
RAD51B,0.00010967217932647552
CRYGB,0.08040745909198496
LDOC1,1.4336514931785857e-05
ARL6IP4,5.015195164825221e-05
EXT1,0.025914472242475763
SHMT2,6.706819868122122e-05
MOB2,1.6743129260569505e-05
HHIPL1,0.034337687944911766
ATP6AP2,1.1969839221837058e-05
ZAR1,0.8007432839743329
CYB5D1,9.920780195399771e-06
FAM153B,0.003566827652447128
BACE2,0.07319482135442093
UBE2E2,7.78659462693888e-05
SYNM,0.001466618597589171
KCNA4,0.013794294407627996
GABRG3,0.6519587745691384
FIGN,0.0001760001921202838
IZUMO1,0.024838921430810925
TMIGD1,0.07073037203404492
B4GALNT4,0.005398853904985934
AP1S2,0.0016103191294540796
C8orf33,1.333213556844283e-05
DCAF4L1,0.1620306228396768
SPACA6,0.0011849595299331906
MBD3L3,0.8267800366525726
ZSCAN22,3.162684188471391e-05
KCNJ14,0.061081955861469826
FBXL6,0.030417400542182244
C1S,0.030009369129574023
GLTPD2,0.5345782557805041
KIAA2012,0.35589024882179354
LIPF,0.30384672285455816
OR5P3,0.6040090515706431
DAOA,0.46130296393018044
ZNF804B,0.2974489498984211
C17orf77,0.649753179075367
KBTBD3,0.02283186918528466
YBEY,1.039625838057226e-05
OR5F2P,0.6040090515706429
FAM87A,0.011555352552809805
CLN8,0.00029887514074159274
LOC339059,0.33747604263517106
PLCXD1,0.000271315640202153
NXPH4,0.016719969602326152
RPL27AP5,0.013068500902181458
CACNB4,0.14650336411030943
IFNL1,0.6652807217979696
DNM1P46,0.004194639381266105
TRAPPC6B,1.8708956346119758e-06
PGBD4,1.535571501525149e-05
CDY2A,0.9755400542869104
NPLOC4,0.00031333501001123764
OTOL1,0.1479990325765288
KCNK4,0.7504175618630347
TEX19,0.06841440271506291
TSHZ2,0.0018834957917298674
CAPN12,0.010675409236488562
EXOC7,1.8775207441086274e-06
OR2B8P,0.26947713018140157
KPNA2,4.697737712452599e-05
WASH6P,0.0015595049084422684
NCF1B,0.16269747215933597
XKRX,0.0011686111406312835
BGN,0.03552858086945178
CEP97,8.177671539768539e-07
LHFPL1,0.01033182485696096
FES,0.14369758671107893
GLRX5,4.207420254386395e-05
FAM104B,8.214178046033249e-07
TBPL2,0.3436201807734317
CAV3,0.7066115726593669
MXRA7,1.727008485859567e-05
LIMK2,0.000961975295472725
MFSD5,0.00018545162972549627
RNASE10,0.013125423084242381
ADI1,0.00023026865065657582
RWDD4,2.8363143933547477e-05
SPNS3,0.047766238218683026
CLEC4G,0.7024373567005253
SATB1,6.490056519566488e-05
CSGALNACT2P1,0.48814404929740085
NXPH3,0.00021975095453085348
CSF1R,0.11706460338973322
EPHB3,0.11413308106446164
VCX,0.4492195174287349
ACTL10,0.009218018024193088
EPGN,0.04509169588291045
LINC00334,0.9285171902060034
KRTAP11-1,0.5683930279623073
SNORC,0.04712989146179466
HS3ST4,0.3052927274410688
TRAK1,8.385819572728035e-06
TSPAN10,0.2695610736472161
OR2V2,
PLCB1,0.0001483112289005867
SKA2,7.315713501675945e-07
CCNYL2,0.0013262183805466622
OR10G7,0.3715309059499633
NDN,1.6526495692487468e-05
CCDC172,0.4759937573835533
LINC01006,9.508359470599181e-06
OR4Q3,0.8850757990745239
NTM,0.012753018296670193
TTC3,1.4052400964113422e-05
KCNB2,0.00011335176167076524
PPP1R27,0.22151767091004287
BRICD5,0.005665409980348386
GALR2,0.04699122643710971
RESP18,0.0025262868688334995
IGIP,0.00014715543669000075
TSKU,0.06749647175282956
CMC4,3.973039387492905e-06
ANXA2,0.03640192211283756
RGS6,0.05406646977167027
HOXB4,0.11735332424130611
SLC35D3,0.00012219422272437364
PAQR7,0.0034275898110692937
PAPPA,0.5701683896628373
MAFA,0.0033209959607054637
NGRN,1.3433101603769023e-05
GRID1,0.09808402631402553
RPS17,0.3647464123098676
LOC401589,0.7755375953596165
HCAR2,0.21072936310973997
OR2T29,
CCDC87,0.0002282729620420588
GSTA5,0.6209707932766084
C1orf116,2.7411061920277834e-05
TMEM198B,0.0008989052903710952
MAGEB17,0.024338065008226637
CRIP2,0.0010043564814919226
DDX28,1.922861025095281e-05
KRTAP13-2,0.5094938182781044
FAM230E,0.0491400151051498
ACBD3,0.00011739500637003161
C16orf72,1.8256877425391786e-05
PLCXD3,0.00012142170220965106
RRP7BP,0.0024209030650884245
VMO1,0.05274937276123909
OR4F15,0.2931779197122421
ALG12,0.007482078239485113
LCK,0.4975766737851829
GALNT9,0.7977408979835501
COL18A1,0.10536475002381315
RBM10,0.0003404157784017516
PRKCZ-AS1,0.022154247295529672
ADGRG3,0.08857167651110835
RPS27AP20,0.7235787436944219
GLUD2,0.0002662802485537228
TMEM95,0.8519471877537546
TCHHL1,0.4823651487053058
RPL35A,5.505855127851371e-07
RGS7,7.362374815426345e-05
SLC25A18,0.059552788244614144
ZNF721,4.8334248814489996e-06
TCEAL7,0.0025760262485269086
C11orf54,3.7857078142973104e-05
CEP63,3.657113734603835e-07
WFDC10B,0.33486696024620277
SRPRA,6.386807575780466e-06
OTOP3,0.0027272187732521997
EWSR1,1.534647922785894e-05
ODF3L1,0.0013389858984210515
HMGN4,3.0451038634181463e-06
SPATA13,0.0008768080104612683
GJC1,0.024605332838991453
SOX1,0.3366132834815071
CNOT10,1.2463729670730624e-05
MTA1,0.006112654350472285
ZNF662,0.00031749480202929804
CADM1,9.431959366436167e-06
ZNF320,5.309821273537951e-06
C12orf60,3.925458439308888e-06
PYCR1,0.00021824449368807998
NAA38,5.854323993410767e-07
SPNS2,0.025822165084129982
MCEMP1,0.2608982267138495
AP2A2,0.00018691352891949477
SLC8A1,0.0005596246670455827
OR1G1,0.3887950225770881
SLC25A21,0.7713434570716933
OTOP2,0.6596533449704338
CYLC1,0.11194445042441974
PCP4,3.7973373217443465e-05
ABAT,7.059433549109763e-05
SLC25A10,0.0053007616472381955
CAMK1D,0.007222698952177272
RGPD6,2.6054249289908894e-05
LYSMD4,2.1221800213069722e-05
WBP2NL,5.728802635542235e-05
IGSF5,0.0012339608277527258
NKX2-5,0.17601076526700923
AFMID,0.022211174720723353
GAS6,0.2755100936037589
FREM3,0.36198501372239733
NEB,0.007566171558191921
BEGAIN,0.017916344359694227
GPC6,0.004008728954106715
ARHGEF37,7.841291998847477e-05
FAM43B,0.010112421763234241
CSMD1,0.016532112433698124
CALHM3,0.04538696002217385
PTGDR2,0.0003422676593714954
CEP57L1,1.8547527930057856e-06
RIPPLY3,0.002395268080681542
PRORY,0.0022885174407953936
ANKRD20A2P,0.02175041498946418
GPR19,0.00014128839596331017
GJD3,0.8867795375030135
LOC102723701,0.002073713948025343
RABIF,3.422013897457069e-08
TMEM119,0.04066924049654888
FANCF,6.1281447873701294e-06
CALN1,0.3007022482922297
LOC643015,0.4120135853295034
GABRR3,0.007874226889978242
C2CD4C,0.03533474960015994
CHST6,0.13218571859105002
HSP90AB3P,0.0993609990086532
POTEC,0.3711561645340108
RUVBL2,0.000255755269908242
GDPGP1,1.678919304872475e-05
MICA,0.09367718777380174
CTNNA3,0.0003720488141163753
WT1-AS,0.9251687630486184
RIMBP3C,0.03643094627572971
PRR36,0.015589538525066992
LINC01547,0.00017891951363476497
OR51B4,0.5306136030771988
PTTG1IP,0.0027400155529946377
DDX41,3.531601219412087e-05
ABHD16B,0.16955880047070032
OR52E8,0.0605582181936964
CCDC60,0.11522131309227102
PLGLB1,0.005422885345409788
DAZAP2,0.0001864288337125577
CCBE1,0.014571667997790774
SELENOF,9.106299333716336e-07
PRSS40A,0.5226480530205078
RPSAP19,0.02581082954697678
FAM9A,0.4925056369193389
MAGEA2B,0.32340448295776225
TMEM121B,6.429054543363566e-05
ZNF623,0.0011552816376870234
OR2T34,0.054784749397794506
TUBB,0.9636563791479075
OR52L1,0.38786180096362965
EPHA10,0.00018695709811418295
SPDYE4,0.25127512525483015
CCDC125,0.0001394254304021853
REC114,0.17945409456947004
BOLA2,1.946369748493774e-05
BCOR,4.790271184867245e-07
JRKL,5.179842044390422e-06
CABCOCO1,0.06039596448241334
GBP6,0.7494574286135125
KIAA2026,5.326535185592032e-06
OVCH2,0.12540693476836962
SYNDIG1L,0.008370620346864227
FHL3,0.14391602144164833
OR56A4,
PMCH,3.484764526204311e-05
TMEM89,0.06319340559378957
C19orf71,0.203592193959397
CCDC159,4.476510405608261e-05
RIPK4,0.0031002504509002856
LRIT3,0.0714253326703523
NPIPA1,0.005208961570849691
SF3A3,3.124380040935819e-07
TFDP3,0.7835614131586052
TRIM61,1.695467240212825e-06
OR7E38P,0.042051133351107314
GRIN2A,0.0009244536504288484
PKD1P3,0.03977757378508307
URAD,0.7074966668443272
FLJ40288,0.6124850101695589
GTF2H2C,1.2923468320402003e-05
ASB7,9.294646163785147e-06
SH2D7,0.3818688301145595
TREX2,0.00884422932947309
GPR132,0.6310081206577396
MX2,0.11412443414664791
EP400,0.0003791024591511746
MEX3B,0.0047353522438052425
PI4KAP2,0.0011820198837524682
TENT5C,5.6529200409339426e-05
COA5,5.355680925949306e-07
UTP11,1.097777330018614e-05
PSMG1,1.9187095454292625e-06
PRR14L,2.658112230741994e-06
COL18A1-AS1,0.5795707588294925
KLRC4,0.10953745184702851
ACSM5,0.023076308865730588
C10orf120,0.012177959413113516
IZUMO1R,
BPIFA4P,0.8339758564642075
SERHL2,0.43312056112034847
PCBP3,0.0016528227920975683
PGPEP1L,0.3681348307143112
SETD3,5.219714114496428e-06
TNFAIP8L3,0.03834610814090076
ZNRF3,3.51998121748333e-05
FBXL7,0.06473441178093237
TANGO2,1.2878530134971076e-05
H3C13,0.11843347130073818
SMG1P5,6.596297405950594e-05
SFXN4,1.5617531127724142e-06
GKN2,0.6835965514892246
FAM167B,0.011090368514188896
MRPL54,1.7360033409230733e-07
ZNF438,7.476526268497398e-07
HMCES,5.394389659759746e-07
CCR3,0.7707227601215202
DGCR6,0.0005360895491858767
GOLGA8G,0.015951538422037274
PRR32,0.30298618890572615
TP53TG3,0.029815786806688876
RP1L1,0.4378509793569202
KRTAP8-1,0.5218629975608255
C15orf32,0.3935565269750526
HOATZ,0.6048646578503891
ZNF530,0.0010370770060283566
NDUFB1,1.0528056212887225e-05
MARCHF11,0.06455135513924626
KLHL25,0.00042698144539457224
TAFA1,4.0523466952504324e-05
TRMT12,3.457899109904311e-06
GUSBP1,8.479328629122521e-05
PSG9,0.030393637494137284
BMP8A,0.027726882497060158
ALYREF,0.001110741135405544
RFLNB,0.02012948403868021
EFHC2,1.3105078135391665e-05
NOG,0.0812840126900096
MRGPRX2,0.5483450251574771
UPP1,0.04483799244123865
SLC9B1P1,0.32340448295776225
OR4N4,
IFNL2,0.33792737663818706
OPCML,0.008134125693731908
TRIM52,1.8506054134889068e-05
LHFPL6,0.004448373699509081
CMTM4,3.4672398240264803e-05
TMEM50A,2.9367240902869054e-06
FIGLA,0.5441132864879383
ASCL2,0.0018241894529346038
TBK1,5.758089092080691e-06
CBX6,2.9778630415421644e-07
MACC1,0.024638260886774444
ACSM2A,0.5988378274270167
TBL3,0.0004331830839571297
BPY2,0.7423863183542136
ACP7,0.0019154363429464498
KREMEN1,0.00013725538282850612
TRAIP,0.0016844424851260589
CHEK2,0.0017220241165689717
FOXL2,0.5567826676883664
AIFM3,0.00040511133694545487
KCTD16,0.006498340310029409
B3GALT5,0.00015931803959651471
ZNF703,0.0014020584111886648
SLC35F3,0.000316104104278878
KCTD8,6.490839415144854e-05
DOCK8-AS1,0.020070319061410352
TUBA8,0.00029841334451755937
NPIPA5,0.013828405172942163
EMILIN3,0.0036995852467051433
OLFML1,0.007621392507958311
FAM162B,0.0009748090926913134
RBM12B,1.7473482922926193e-05
CCR4,0.8306388896977814
LIN9,4.5661278597323605e-05
NCF4-AS1,0.485000975520824
BTBD9,1.8667385893051057e-05
NUDT14,0.0015997398553852405
ANKRD45,1.778185154844195e-05
CFAP91,0.00029726621347206036
PNMA3,0.000698312920320674
GPR39,0.001332153639578236
FAM3B,0.09113959569211404
