,p_value
MSRA,0.8465935027912536
ZNF645,0.35719382886425677
CCDC168,0.058049341870809346
CTDNEP1,0.04122416656398033
ETV4,0.0603689904623298
SWI5,0.14825855049571246
GAPT,0.006152934410462532
BAIAP2,0.8836778703104405
CALCB,0.08560724418003646
CREG2,0.048679682062264244
WBSCR28,0.023762044299564574
HOXD8,0.14492833649698053
ZDHHC21,0.09273771245139042
TSPEAR,0.005100500103601817
PLEKHF2,0.4247805613563689
A2M,0.5369496760860982
ARL4D,0.08610740900110748
DOK7,0.0009401737034201424
LRRN1,0.10806264955511993
UBE2O,0.10330060810040079
ORAI3,0.011317821376635662
KLHL38,0.13297388928783105
FLJ34503,0.05335921481992244
UNC119B,0.008833140395237095
DENND2C,0.2917752946407498
PLEKHD1,0.03641493772496019
ASCL3,0.3040212741694305
TUBB6,0.6190878994703048
LYSMD3,0.09593144006680346
AMIGO3,0.20975285366391366
B3GALT6,0.058909495342728546
ZNF613,0.08369697487518371
C11orf16,0.026327894797511214
TMPRSS7,0.05268406927704404
NUPR1,0.12696268977531525
JAKMIP2,0.085309322467114
MBLAC2,0.8882800572728642
TPRN,0.10865547322454218
KCNE5,0.21967272687287348
ZNF683,0.07022770553228101
SLC35A4,0.045620795877308315
CRYBG2,0.017692931275226347
IP6K1,0.008331721601661577
SSNA1,0.013303734334555272
CSTF3,0.8132439745660796
YES1,0.7694464809471271
CHMP6,0.6484364057310598
DLEU1,0.1431083378903337
UFSP1,0.16214146775991528
MC5R,0.3197974952207249
TMEM39A,0.14991176635932987
TCP11L1,0.6106945850114968
GPX2,0.11752558951039796
CCDC57,0.6909951440956601
HSF5,0.5292700049533424
FOXG1,0.3604553613571183
SPHK1,0.18231212904599142
BNIP3,0.22739415829477286
ENTHD1,0.03843651094517173
MYPOP,0.7314819695689894
CIDEA,0.5000702960668124
OR11H4,0.02905472192105341
OR4D11,0.08166706838659075
LRRTM4,0.10345986722024574
ATAD5,0.05253691753728278
SMIM19,0.46583866730551826
OR11H6,0.029697337764064975
ZNF404,0.49429757070307845
RTTN,0.3893640814904221
OR4K17,0.02285857772121699
OR10H4,0.029453922441064484
OR51B6,0.1794558240619444
ACBD7,0.03980862913732766
OR4L1,0.006936298423708968
ANAPC2,0.5333654331790432
OR4K13,0.05662805307308151
HMGB4,0.05245361228442777
ZBTB8OS,0.6071230848875511
OR4F21,0.0020545969888864993
SLC35G1,0.0386393318821011
OR4K5,0.011198703195429158
ZNF135,0.15310817407882135
OR4N2,0.020117311392223444
OR4M1,0.16453145627912344
FOXR1,0.2011963050556416
COX8A,0.013011797525924474
TAC4,0.09596132430583575
ZSCAN2,0.1760747876021145
PRR18,0.4524446905593451
B3GNT4,0.19367273228653978
CDC26,0.005121324486783428
HSD11B2,0.306333723961032
CRLF3,0.05074890189097583
RNPEP,0.4282704429255786
EID2,0.014070195996426216
DMRTA1,0.5145871036622723
EID2B,0.8927277991212077
GJC3,0.1336950875542725
RIMS2,0.047677673480913826
KCMF1,0.14926562389551765
DNAJC30,0.0876823283531286
SPRYD4,0.3787506077359526
VPS37D,0.7564990220697692
CLEC14A,0.0678610428326536
SYNE3,0.9678750496792663
CLK2,0.38282830724040695
LPCAT4,0.622092222570092
SLCO3A1,0.5944828997922955
ZNF575,0.40203168405872725
WDR25,0.7736419522765422
SGF29,0.5569726151655816
PLA2G16,0.16646101911316227
DIRAS1,0.018731416706619954
OR5AN1,0.11863261403015908
OR10AC1,0.8988076681055654
PHLDB3,0.05003481172382575
PRR15,0.21960640914907115
GNG7,0.20229715496500436
USF3,0.021906818462866833
OR4C3,0.07319632952579291
OR4S1,0.18089319098936338
CNTD1,0.126816031602492
DCAF4L2,0.05892109299256564
OR4X1,0.07043908512591786
CNBD1,0.04253833923663712
DMBT1P1,0.02392694102958544
LOC100128398,0.26454014961493544
KBTBD11,0.9406134767864185
B3GNT5,0.9366707218046952
MAP3K19,0.05276032027821935
C14orf177,0.385900567453777
LMNB2,0.001211938151815483
RMDN1,0.4677684488559696
MEX3C,0.02672447201473754
HORMAD2,0.00578734705866559
RNF152,0.04302802355749911
MYO1D,0.6145071159440896
FOXL1,0.11229547109193366
TGIF2LY,0.26396377037823715
LRRC37A,0.8626078616604547
FOXC2,0.242525333002849
OR4F17,0.3596637611626655
BDNF,0.10811047996069774
CCDC121,0.45644232781353644
ACSF3,0.6386305488496007
BOK,0.10614955263628449
ZNF843,0.07688816818066165
C8orf59,0.3965629894295759
PFN4,0.7896465223071285
OR51V1,0.17138902008710666
MAGEB6,0.014033666272134883
OR52Z1,0.800277214532794
CDK5R1,0.5280412487568384
LINC00303,0.8722385864223875
TCERG1L,0.10006587369143383
NCKAP5,0.04933749772547872
MAGEB18,0.14361290554331163
DEFB104A,0.0889910541956825
RUFY1,0.13338272401704485
OR52E2,0.02493587885949051
BASP1,0.6137161849155159
DEFB103A,0.7734298073480863
OR51L1,0.04167886254809072
LRRC37A3,0.7038436483529695
FKBP9P1,0.00233948717743098
VSIG10,0.21554849192312922
MIR7-3HG,0.11882083837598273
IRX5,0.5611136204266476
METRNL,0.10237044442964231
FAM91A1,0.031766164454385216
WSB2,0.018507244729918448
GRIN1,0.48724967143341014
SOX11,0.3289848099767968
TYMS,0.0014819299841468871
OR51G2,0.24318740767395566
PXMP2,0.08623935374890368
OR51A7,0.12476846635320964
TCEANC,0.940333464538922
OR51T1,0.03529190391560981
PNMA1,0.011894892683461375
OR51H1,0.10114835825236365
C8orf4,0.2110334576906701
MAMSTR,0.423796898376688
ANKLE2,0.26436764338783836
C8G,0.873537683342865
FUT2,0.1381696872014924
OR51S1,0.08336335646641835
OR51F2,0.08623845375148073
EFCAB5,0.03468477259038696
GCNT4,0.65362468353881
MUC20,0.4781461219167191
THAP4,0.19366045410705413
NFATC2IP,0.50970238069376
LY6H,0.8297892451484784
FIBIN,0.14647212629668588
FAM89B,0.019922577308309167
SHMT1,0.6299061914428619
DPP7,0.0965050333496333
TRIM60,0.038278952174545605
SEC24C,0.11090203096978908
FMR1NB,0.16115460020633787
SMCR8,0.41742195878330157
MTHFR,0.6882027941441328
DEFB104B,0.0889910541956825
C19orf18,0.9925076128119035
DEAF1,0.3416694728557651
MTX3,0.007457088318899761
TMEM80,0.2883879156552161
SIX5,0.15342794712664543
IFNW1,0.016380253120037637
FBXO46,0.028439799458099244
ZDHHC13,0.09614096219446162
SLC38A9,0.711602598473108
ACER2,0.5535919133470095
WDR73,0.9466051053926989
POLE,0.38315017189218925
FAM109B,0.18424939900555257
SCN4B,0.045356190416201855
DSCAML1,0.7668220457024484
RHOG,0.049628084552284034
EPS8L2,0.06602254347148859
ZDHHC22,0.12005937246808011
MRVI1-AS1,0.021208537168774907
ANO6,0.2247733004406549
ZBTB34,0.08724317358449003
LINC00982,0.9966994244991244
FAM9B,0.31825149449991835
CETN1,0.10787214181646014
FAM210A,0.1690158666180723
OR2T35,0.8805278527355888
TALDO1,0.007503486852238777
ULK1,0.6506539276917215
OR14C36,0.5527056942294414
RIMKLA,0.19488411787182244
CLVS1,0.04596146339768938
OR2M7,0.03396103751424114
RPS6KA3,0.429888111348558
B3GNT8,0.8148586884278557
PUS1,0.110659634370531
CHD9,0.34769228087058346
OR2T12,7.897020921341811e-05
SPACA4,0.8565257582315341
OR2T33,0.3172115027986721
GATD1,0.855933525573084
LINC01561,0.12477890456766014
TRIM72,0.04934221749957983
MAN1B1,0.8430047188782502
DEFB103B,0.7734298073480863
DEFB4B,0.5924489143587213
KCNA3,0.5693760217690053
FZD8,0.38188932323596136
GJD4,0.08043480312046355
FBXO39,0.8701614465123098
CLDN22,0.024887417526023106
KCNA2,0.23925123186521646
TOP3A,0.6940763629232947
CASKIN2,0.39289484068430014
ZBTB38,0.03881755780921279
BEND2,0.021985669777846818
C8orf31,0.7288260701111894
FLJ13224,0.005413612464086686
RPL13AP3,0.9134762486856469
CCDC71,0.07882810606851391
C10orf71,0.05260690436795248
OVOS2,0.3610376737664007
LRRN4CL,0.08671704484998816
FLJ40194,0.059913463703956275
TIMM22,0.3453502689142268
HIC1,0.6269562523599759
PPFIA3,0.575757166542293
MAGEF1,0.13453675548002922
UMODL1,0.09343915798193168
LOC100049716,0.6786044048643053
SAMD9L,0.6584763347323185
ZFAS1,0.7092311121242224
UBE2U,0.8223799879736996
PAWR,0.531476725749831
TGIF1,0.007943796450860794
MIEF2,0.032398609501479464
NAP1L5,0.9565777651915762
NIM1K,0.38588798042733596
CD19,0.09667482154327299
ERICH5,0.07942155812499326
OR2T8,0.16819021395816747
NR2C2,0.8812873207384893
GPR4,0.02690302659047576
ACOT4,0.16943102257749582
OLIG3,0.06821530570281473
CAVIN1,0.5274304424500296
OR2G3,0.23752602689124874
ARIH2,0.36005512267555706
RBM44,0.02003420375777427
ZBTB33,0.07833960175729396
OR2G2,0.1777820551177577
ZBED2,0.4050008223424343
VCX2,0.15904399344408934
IRX3,0.4470980863474986
ST8SIA3,0.2140276182669757
RPRM,0.09265651069597229
OR2B11,0.4011371479824283
SLC25A22,0.9495269063670176
RABEP2,0.12179929012964136
NHLH2,0.06792770298674852
LOC102724659,0.0002990995001046441
ATOX1,0.08722594237303537
FAM187B,0.07539976429498463
TBL1XR1,0.27560434044424403
SAMD12,0.021841698715615036
CD163,0.3598851697124664
C18orf32,0.3117556200447483
PIDD1,0.2145893531428944
ZNF491,0.020948754772775562
RPLP2,0.30023651173250826
GSG2,0.6085664599868061
JUN,0.00398921752378225
CSTF2T,0.03294634055783327
PGBD5,0.11914961844081867
C12orf54,0.2725825733286904
GBA,0.002257428305093503
CASC2,0.04898210324696078
ACAD9,0.9091567975366407
IL17RA,0.09824255479546123
PNPLA2,0.1288810041169915
MBOAT4,0.24368587662208496
TEX44,0.36658945941060705
AGTRAP,0.23513389224550224
CD163L1,0.7606928764733001
SRRM3,0.14954510732694462
THAP5,0.08375501915285155
DEFB114,0.35484351373947054
CRACR2B,0.8603747719275567
SUMO4,0.11601804080180382
MAGEB10,0.1926946664327145
DNAJC28,0.1943144090392169
OR4F4,0.977374815007926
NAALADL2,0.016184201371443482
CD151,0.005396692987884555
POLR2L,0.04556952181837458
FAM20C,0.06720955604241785
NECTIN3,0.002415518947718924
SLC35G5,0.7516849888022776
ANXA2R,0.05190063155280579
TMEM94,0.934339682789546
FLII,0.06460907513948451
SOX12,0.02915433184016829
HNRNPA0,0.2260160346599988
LOC648987,0.15112529676372136
YIPF7,0.052919704691963755
FAM87B,0.04757306815369096
MYOZ1,0.047043397152680556
KCNJ10,0.04099077739793236
CHID1,0.13576761119124992
PCDHB9,0.13569830144943135
ZNF620,0.8984539281205378
ZNF518A,0.263095491112866
TMEM187,0.01584365554313323
SVBP,0.3889153418571103
ZNF619,0.6378063757433423
CCDC184,0.25490866799616124
AP3S1,0.01684955086384911
GRB2,0.013291713407299802
ZBTB41,0.7568161251284364
UBE2N,0.0163361152696298
ARL6IP6,0.30702789154080895
ZNF354C,0.36158193268171646
CAPZA3,0.004961661329877043
MAMDC4,0.6762973392776362
CENPBD1,0.015602844082560975
ODF3,0.0957156615116109
BET1L,0.00681537819545984
RPS27,0.17174657904856788
RIC8A,0.023321027593953186
IMP3,0.007642957354845948
ASB8,0.11766088688371805
LCN15,0.24301147579255694
ODF3B,0.10265677082879553
DPY19L2,0.33183120347862505
SPATA31E1,0.056484048169009836
ZNRF3-AS1,0.38604251518765653
C2orf73,0.09549363802959794
GPR150,0.066918941114854
TSPYL6,0.056825271192321725
LRRC75B,0.8289791558091606
DMAP1,0.7900092091017087
ADAMTSL1,0.06686706575590756
FAM26E,0.05879631246340752
IMPDH2,0.9567087750079395
ALS2CL,0.2225648389425832
MLF1,0.2740815175778264
PRSS42,0.359668026961412
NDUFAF3,0.039102155504908115
C2orf69,0.601142018338503
GRAMD1C,0.5678837172806779
STAP2,0.9197505081529679
ULK4P3,0.7115247026101034
HTR3C,0.03258711242308724
TSSK6,0.14596128293740404
BOLA1,0.044435010002446824
PDE4DIP,0.3073579355696666
DDX10,0.9607429701290706
GOLGA8O,0.3645047276012625
PPP1R42,0.1351103667608254
NDUFV2,0.00972112736964422
FAM27E5,0.08325942245239867
DALRD3,0.02951454577210536
ZNF114,0.06291219968809646
ZNF518B,0.9426012822454573
AMER3,0.1720725414956435
SPINK6,0.006498452796993553
ZNF366,0.11252101014497028
LCORL,0.25061777459636164
PARD6G,0.21289130718480115
ZNF454,0.1439107535284796
SH2B1,0.6110265644166242
ZC3H12D,0.8963473099379891
VN1R1,0.09564087497226544
KDELC2,0.9464019557314454
PLEC,0.9890953711043109
SH2D4B,0.028921859370490993
RNF212,0.0059022671489613165
PRSS36,0.19950643195557852
ZNF543,0.08595308736506078
TMEM151B,0.2859257608279652
GALNT11,0.83627692391228
SLITRK1,0.08881928744540539
LINC01658,0.3765086948387838
WDR6,0.07714369704641369
PRM3,0.7526652596255874
TNP2,0.3245826737417665
SPAG11A,0.1207856892608532
GEN1,0.3211216531346915
TMPRSS9,0.6562777494158771
AQP11,0.09182712913983633
TMEM11,0.00922051397339417
ZNF354B,0.1957180731314186
KCNG2,0.279783552511229
SHISA3,0.002200929826954708
OR2D3,0.04875333153600472
CALML3,0.24941688255990566
CALML5,0.709220003224654
ZFAND2A,0.2202681839248558
PLEKHM3,0.8785396316714238
ZNF223,0.6677367248113605
HTR1A,0.08790404213426455
CCDC185,0.3147628259445216
FAM220A,0.07014836878807813
DNAJC22,0.2061802423180191
NEUROG2,0.07741501249169191
CEP295NL,0.048054796393398776
BEND3,0.8809126543880659
LOC284241,0.0805095885494711
NT5DC1,0.46153737221639946
GLDC,0.1961422269473985
COX14,0.01492189560406757
LINC00314,0.15561067717841828
MCMDC2,0.07136504429307342
TUBAL3,0.04886439059300675
P4HTM,0.9331321065462796
UCN3,0.3856954286624482
DTX3,0.03372281178797993
KLHL11,0.4130988259344125
AMBN,0.0177102538121631
CTXN1,0.3055833822716467
SLC25A20,0.1288930438562852
CA8,0.11445906395323018
CD28,0.06976881992356242
EPM2AIP1,0.7179814738503587
ERBB4,0.08910561365542664
MAF,0.08822898386522565
CTNNBIP1,0.488475367427192
OR6B3,0.09728869133938806
DEFB125,0.1461969634406722
PSAPL1,0.06988203297808021
OTOS,0.1821625720190394
GTPBP6,0.008599871263114298
ERN1,0.06366165466916947
GPR35,0.5517792219672645
C10orf53,0.10885055123944204
CSRNP3,0.015397804324264698
ZNF713,0.7405399227740292
PARP10,0.31048816108441746
DYNAP,0.013700356612942416
SUZ12,0.32884356305194984
NSUN3,0.6591651176518332
KCTD12,0.6112010704855678
DHFR2,0.25463840326987747
RPP25,0.07304092517743617
GRINA,0.01674546013127888
C5orf64,0.05903688939127913
THBD,0.7082526316739732
GP5,0.31499929849230235
LMO7DN,0.2560518236729643
COX5A,0.006336351592939462
STX19,0.0035377085882441622
ERFE,0.3319945497665906
FAM219B,0.05898845719648125
ZHX2,0.025285105541827595
CPN2,0.0889954801671825
CPNE7,0.8008934421071529
C5orf46,0.18119278202194933
CD300LB,0.5953546854845264
GDPD4,0.2230054381562415
RIIAD1,0.12446910514777171
MPI,0.6774415999795088
ADORA2A-AS1,0.21365773554705128
H1FOO,0.15376578734931684
TRIM73,0.8893639751246668
OPLAH,0.6727037359109428
TMEM52,0.12415766573176093
TMEM139,0.007826183024999564
RNF186,0.11217706510708925
LOC100286922,0.0002796618402402242
EFCAB13,0.5802141164278984
MSC,0.4460311875488959
APOLD1,0.19007891266688506
RFLNA,0.7547951371913519
EXOSC4,0.006775247018726253
DPY19L3,0.1210528220952067
TAF7,0.07839171809244026
ZNF852,0.6959338696507364
FOXE1,0.21491431911789208
PFAS,0.8435418970516853
HYI,0.09439577343951465
C17orf62,0.0652443117419771
TPRX1,0.02373782903919398
LGALS7,0.0228798309445595
ZNF552,0.4968933618589394
SMIM10L2A,0.013711137737771092
GAK,0.6782645566164827
ZBTB7A,0.009780534779285794
TUFM,0.03054910501832558
ERICH3,0.0612750322591662
RMI1,0.11076820297109927
CTC1,0.06026655545308959
FBXO34,0.00330320785181812
LINC00324,0.10106782211694028
SELENOW,0.0369586247391142
EIF3K,0.5066196776858095
MRFAP1L1,0.0037916532861228336
SNX18,0.03788154008104613
EXD1,0.07776478670846418
AURKB,0.23764366583181756
TAS1R2,0.041827920886727966
C14orf39,0.01779732998531936
MRFAP1,0.015640798771673146
C3orf38,0.12289989542261025
KLHDC7A,0.05673212583210601
TMEM107,0.22066025649255588
RRS1,0.8283274858459133
EXOC3L1,0.051381986078582166
TRIML2,0.06899891234383825
RCC2,0.12251302541021818
OR13D1,0.04388766224065671
IGSF22,0.3337464973261225
C9orf50,0.8064210862133212
ZFP42,0.05822235988095651
CCDC89,0.12350871273324035
TAAR3P,0.08271180044497892
FAM133A,0.006287187805873229
DPM3,0.04207201075561623
C12orf42,0.10833394580064769
CYC1,0.05253043567205652
PER1,0.0742786302583907
HTR1F,0.008073180452865491
TMTC2,0.3872255655827227
HES7,0.055379650592034264
FARSA,0.011655392356219268
SPTY2D1,0.03324531611696214
C10orf67,0.02887515759098402
SAMD4B,0.669989974585981
LINC00670,0.017452362006154052
CYP11B2,0.15739526946385266
GIMAP7,0.03196294125197469
ALOXE3,0.06214936725606092
EDC3,0.11679086784952503
TCAIM,0.5630805608306232
FUCA1,0.08415205769252443
PXT1,0.12567838789267008
GGN,0.829504166725561
HNRNPCL1,0.29972650977828136
TMEM125,0.9327417324830187
ZNF664,0.0634973904744545
SIGLECL1,0.007065857473856105
CALR,0.034561131213749416
LINC00311,0.05036972399184676
MAGED1,0.32010161360211487
LOC100506127,0.0400673861417682
LDLRAD3,0.09364202915884183
CDH4,0.39289575643899355
SMCO3,0.01514065451553101
RAD23A,0.15289260762453377
C2orf71,0.024946115765113262
GADD45GIP1,0.00681659857998403
DAND5,0.013347454993984173
TMEM151A,0.5144968487836343
PTPN11,0.018404911739426613
NSUN7,0.22883537879047153
RTL3,0.20967156152440602
FAM156B,0.09001181720121774
WSCD1,0.16851257982890072
RAB39A,0.8066512219696435
CLK3,0.9495371036865364
HLA-DQB1,0.08278504555510574
GATA2,0.0443559454312423
ARID3B,0.4572711792778381
TMEM31,0.13489381642676226
PACS2,0.6197333729442123
ELMOD2,0.5845168745916292
EGR3,0.502093560218213
CATSPERE,0.14600354713328556
GPC5,0.0701309882421439
VWA1,0.33756252033509626
LINC00174,0.02426752738381348
DNAJB8,0.08689138737436897
GEMIN4,0.41079153244267397
HNRNPCL4,0.9504916442501565
LOC541472,0.00032635060950967124
FJX1,0.33627651715664764
LOC100130264,0.5019183333210542
LINC01699,0.15009253965252414
KLHL28,0.40417193247650474
MKRN3,0.06152959460669882
ZBTB18,0.09594264930434192
OR9A2,0.057834687349830535
C14orf28,0.6074179697890747
ALOX12B,0.25802757306579466
SLC17A8,0.025750346977215427
SHARPIN,0.10573314226695586
LBX2,0.5465042750397724
DNHD1,0.026821499345829204
SLITRK4,0.02320744862195472
HTR1D,0.005701689236349394
GCC1,0.027928316083412504
LSMEM2,0.000316051595366829
RNF151,0.7143297607931056
CIITA,0.0007911317307404797
ZFPM1,0.010100493660109408
ALOX15B,0.11047303628302226
PLD6,0.8725606568342084
GPHB5,0.04755988756328926
GRM8,0.17717274819895776
CDC42EP4,0.4482327148000391
OR2AP1,0.03709500066129368
OR6C4,0.9061454710240859
ZBTB42,0.007302191142357507
LACC1,0.24806541084142325
MAF1,0.04264869777111995
TPPP2,0.012872223382322884
FCER1A,0.11386081297558442
RPRML,0.9903492209895469
ARL14,0.09126295534485673
LINC00305,0.01566369289304188
OR6C2,0.20241900626903278
WDR97,0.9858920354076497
NLRP8,0.17508433325042158
PCED1B,0.03665759499457611
FLJ37453,0.5964253032348061
APOBEC3B,0.7727112203971057
SYCN,0.1682920275898988
PIPOX,0.5282863772896811
ATP8B5P,0.02912030126500273
FOXS1,0.285186315321125
ATOH7,0.06204105824523651
CDH5,0.4254410365481228
LRRC3B,0.18608237113303977
FAM216B,0.034824319806967714
MRGPRX4,0.5011723843961549
PCBP1-AS1,0.14880011587719133
MYADM,0.010937536714012406
MRGPRX3,0.2528252709980055
MROH1,0.9907184071457731
SERTAD2,0.3023146828626625
PIK3CD-AS1,0.14901948841851312
AKAP5,0.28275703774428
NKPD1,0.2242310558302274
GIPC3,0.2259837327631274
LOC284023,0.8248026476546549
CITED4,0.08789067033936764
ABCA13,0.007819984018924699
NLRP11,0.13534214231768138
TIGD5,0.05589832489882255
PDXDC1,0.43089446532089337
C1orf194,0.22205676963383264
ZNF154,0.23242847030717026
R3HDM2,0.36715183816053076
B3GNT3,0.09839533691951458
ITLN1,0.4841516591947518
NRXN1,0.05978516114812175
SEPHS2,0.005031769454096248
OR10A7,0.14590958233747997
GPBAR1,0.004596159510522504
ZNF784,0.16850170980767076
ZNF648,0.1117343761647604
C14orf119,0.0020338584060272183
CCR8,0.07763987843406701
GOLGA8J,0.07683785101045759
BBS10,0.35542011958477826
FIZ1,0.18411784941465112
PUF60,0.6159017978593464
SSC5D,0.5877720598168052
DCTPP1,0.012003873865822325
ZNF771,0.669906615314968
CRIPAK,0.01799500658730743
TSHZ1,0.3760585354952801
PSTK,0.11474054490760432
SPDYE7P,0.09475960231557021
SOCS4,0.816845470827921
ZADH2,0.7533178259733135
OR1E1,0.12043256296266701
ZNF48,0.1237387450864688
FAM71E2,0.18729579315254502
C3orf80,0.16494113182162942
NKX2-6,0.39581177093986875
TMEM150B,0.837987330289722
ANKRD18A,0.06758655695317027
WFDC11,0.004966335322263331
TMEM86B,0.4663034760347743
OR3A1,0.036379387329167186
SEPT1,0.0636249947891824
TRNAU1AP,0.4408431361714884
EXOC3,0.507962101532383
TDRD6,0.7502995368008575
C12orf40,0.006364884747779987
CSNK1A1L,0.037544900059151336
ACTA2-AS1,0.2549621718812805
LYNX1,0.44346090500277946
TH,0.6840829471929128
FAR2P1,0.02284750862927973
MED14,0.36904704899660645
FAHD1,0.032034149694557236
TDRP,0.049856028312233465
RCC1,0.2111288890950536
WFDC9,0.030784554578973604
MYLPF,0.41977523724458243
F2,0.6136812282717943
FAM71C,0.07885757428299642
PRKRA,0.03581788318371707
HERC2P3,0.6921459179102596
ZNRF2,0.1417044963430144
RRH,0.08854780739699829
SLC9A4,0.008185061750216896
ZNF816,0.06274139191729214
PRNT,0.131724727727171
FGD6,0.0067730038982963155
ADGRD2,0.2302657718342653
GPR139,0.0071442678941508846
LINC01869,0.9046259690332377
PLD5,0.830355687097234
OAZ2,0.21531344008978798
WFDC10A,0.0034761751515142996
PNPLA1,0.10090423744577601
ALX1,0.023771965298512276
CCDC43,0.2642863247334181
KCTD4,0.020340063219507713
MEIOC,0.04478154064983001
FZD2,0.4192568289309804
TIGD2,0.17555430677931683
CCDC129,0.1067864998047923
HCLS1,0.6885658301039093
MTURN,0.2996732542638713
ZNF609,0.10005099471540464
PAK2,0.024960194899602536
CCDC66,0.6209646674495806
DEFB124,0.11234040683634144
KRTAP9-7,0.006579441385767738
ATP5EP2,0.2015435488167121
MCFD2,0.5573555094286441
LINC00304,0.041311145837595396
HARBI1,0.34759173866885007
DEFB123,0.221678911854552
C11orf71,0.87644622345006
CYP8B1,0.010788873178074181
OR6K6,0.08314773008875519
TPRXL,0.00290017420877894
SERTM1,0.010722255116403586
GAS1,0.06454793385639818
ARHGAP45,0.8661099811119907
OR10Q1,0.4006541324656029
ZNF571,0.7457139738372562
GLIPR1L2,0.037582666820529735
DEFB119,0.12283079730707526
MIGA1,0.3716371174508194
KCNE1,0.93780136702169
PRR26,0.06126780469752617
NRIP1,0.02141388986671019
ZSCAN4,0.048474576490602043
BHLHA15,0.14564300401930183
RNF182,0.13649582863897253
TSPYL5,0.010351497713174817
FUT7,0.3757930690428375
HIST1H2AC,0.484163738744286
SKIDA1,0.05019373269118072
HIST1H2BC,0.30011379544603695
MB21D2,0.463483755183696
GSX2,0.0830980143331306
SSTR2,0.06808419693373156
ZNF594,0.8536046640352846
PCGF5,0.021625030068713323
SLC47A2,0.0802137742408184
PRF1,0.00535763480541764
OR2A4,0.03362854638409188
MAB21L1,0.042948441825627244
VN1R3,0.02259980645431139
YOD1,0.0944552306763102
TMEM64,0.11808229216852419
C3orf22,0.11249059794999265
OR10K2,0.00646867768266979
LINC02363,0.355607907530723
CHRM4,0.006675449576115301
SHISA2,0.13491601433378056
S1PR5,0.03164679390577373
CLRN3,0.03700612477187939
SMG1P3,0.8078178188815803
GPR157,0.3335834515113627
PIPSL,0.18496626110976236
CHST13,0.571389795633206
WDFY3-AS2,0.1162374108922129
AGTR2,0.0279005379739501
SLC36A4,0.5387379657125073
ZDHHC20,0.0323658689018764
ANKRD30B,0.19733634409087947
OR51E1,0.03613814724464334
ZFP3,0.24886668787818833
ARSJ,0.016245487975962657
HOXC9,0.45520805155512467
MAP3K15,0.04102047920237211
PPA1,0.6817944935690783
HOXC10,0.09344047308506431
PSMG4,0.0912519287620283
BHLHE22,0.06404860627009754
MAP6D1,0.34620909638921826
CSNK1G2-AS1,0.006615391009965762
ZNF443,0.28482821679913856
LINC01559,0.015238268123509155
LINC01555,0.006897185306286272
CXCR2,0.04710574302764116
DEFB112,0.7923632657967602
GREM2,0.12713654836792807
C11orf42,0.7172210940302761
SSR4,0.14372919737087697
CAPS2,0.11754560729467153
ZNF792,0.7047054636768899
CUEDC1,0.6663318311214074
SCRIB,0.7249093557705177
KCTD2,0.024550786700695233
D2HGDH,0.24293277471092187
TTTY11,0.18697308995070824
OXTR,0.03494753461898936
CMTR2,0.18832571014087546
OR56B4,0.0004589301712787819
FAM83H,0.7070346847938296
GPR62,0.018186245285562817
OR56A1,0.8948621303442347
ZNF572,0.4303647324267963
ST20,0.4593534645666222
PITPNB,0.03361608538593911
TCEAL8,0.09208491295027835
OR52E4,0.0010891124953249134
LRRC57,0.3667460130760989
OR52N2,0.00710955602071692
MRPL14,0.03336256231504094
GPR137C,0.03211236507917907
C1orf105,0.04628898370735562
OR52N1,0.13017718190132227
BBS12,0.01785216025799642
ZFP82,0.29791521372329216
OR52N5,0.02719289584762158
C17orf47,0.09731839529300326
LSMEM1,0.08360490491035658
NQO1,0.44402412867577945
OR56B1,0.021735223641871686
AEN,0.11145106383561712
FKRP,0.5041063536552999
TRAPPC5,0.36016570158145433
RPH3AL,0.20042579500924887
SLC25A42,0.0036084195928633325
FCRL6,0.2966635324586758
METTL23,0.2364984219361469
SLC26A11,0.09482768578906298
HIGD1A,0.00333524030161773
CHRM2,0.0463763672278958
OR52N4,0.20284441871579023
MAPK15,0.8788562913575657
EHMT1,0.019274574298576874
ADIPOQ,0.015581661758343638
F2R,0.025706959776318362
LOC107985579,0.006034734892360273
LOC554223,0.34560669357000007
ZNF707,0.6484862362647246
MUC16,0.043385127057838264
NPM1,0.009572199565848007
FER1L6-AS1,0.08500434433595416
PJA1,0.08425578034628994
DHTKD1,0.9317759373953993
PENK,0.002749413002931546
HECW1-IT1,0.003470371362640388
C4orf50,0.019016874289398453
HIST3H2A,0.43752689992686855
ZNF746,0.9492591790022121
POLR2A,0.19397964131805032
TMEM132C,0.8936878378668418
SLC25A41,0.2151456192071549
TMEM136,0.9803388740598897
OR5AK2,0.019310384389244515
FRAT2,0.006920182600794906
TMEM102,0.0024482903330350424
TMEM132E,0.15114934030006835
ZNF322,0.012673083250869988
NME9,0.007462006024886543
SPEM1,0.30578183106608825
HEPHL1,0.018966077554473083
LRRC75A,0.3540680945117196
OFCC1,0.08197605158826574
CTAGE10P,0.0881280202213421
OR5M8,0.3882721566470453
CCL13,0.4857083266990022
CFAP65,0.024519254997736085
DDX60L,0.3791978609253851
SYNE4,0.8745706183489795
OR5AL1,0.12369393287907911
OGFOD3,0.27070099682205845
WASHC1,0.18178566326040835
UTS2R,0.44291601143221027
AATK,0.38146780183419815
DDN,0.16213662582342006
