,CLL_p_value,T2D_p_value
PLEKHH2,0.010885951347251451,0.0005835210569613227
YWHAG,0.010917797102167332,6.791080988409745e-06
IYD,0.010920073792484546,0.009466831403827886
TMEM175,0.01092742066731533,8.410360751339228e-05
LINC01634,0.010930699834601237,0.0027880546968271098
PCDHAC1,0.010935243160164662,8.39722789970514e-05
MYADM,0.010937536714012406,0.019287670736136554
CHTF8,0.011009141945612972,0.00013111895377098607
ETHE1,0.011012931890137705,0.0013769482999026787
MICAL3,0.011013411856779088,0.0008673941621384003
MEP1A,0.011029071286604943,0.04306525319020246
BSG,0.011042816583649764,1.4798580812494369e-05
WDFY2,0.011049441538731183,0.0008740821044540252
STAM,0.011050909808776457,1.5248041737642327e-06
LOC101928438,0.011056414969967112,0.00024184749102178297
PTK2B,0.011092793487949473,9.831678108145735e-05
HECW2,0.011092970718000516,0.0007016217381790683
PHC2,0.0111366144463989,3.4820428241467246e-05
TNIP1,0.011167398571100606,0.027422683118000352
HLA-DOB,0.011180613868826737,0.0411523428499605
LRRC59,0.01122647882646009,0.0013270975560891961
GPKOW,0.011242850941029045,8.14055157506583e-06
TIMP1,0.01124615196273415,0.00028910104491844754
CD99P1,0.011282961397628506,0.0008333444998457423
CAPRIN1,0.01129330137077705,1.2437715897355856e-05
ORAI3,0.011317821376635662,5.712237491295534e-05
INTS6L-AS1,0.011337591891758474,0.0031235495211427234
HSPH1,0.01134374854569057,0.0004653077921357895
IL17RD,0.011346488390192427,0.00802222559605987
ENDOG,0.0113772101348721,0.0016390334190410456
ZNF670-ZNF695,0.011454837655277933,7.273333518948494e-05
EPHA1-AS1,0.01145721678669312,0.009153237284910788
ATP13A3,0.011474494772028113,0.00032079545569425335
G3BP2,0.011489704833064919,2.8783233210578695e-06
ANO5,0.011489958291551817,1.0253599907304104e-05
LINC00910,0.01151156170441361,0.0006786195817501321
VPS4A,0.011558301326767858,0.000721866741926132
SYT4,0.011572530128193727,8.677764393248997e-05
CATSPER2,0.0115734798016881,0.0005864714664544623
C15orf39,0.01157631824479018,0.0004332050877720586
PPP1CB,0.011578051081414848,2.875656627170691e-06
PLEKHA6,0.011591903244856797,3.4816560228366525e-05
IER3IP1,0.011610039200088552,1.1631305219494236e-07
PPP1R3D,0.011625380372115642,6.8627051949810644e-06
TTLL10,0.011633355648977009,0.015385880742361831
GDE1,0.011635767643598948,9.220129730430062e-05
CENPB,0.0116385564795583,9.153789278757082e-05
FARSA,0.011655392356219268,2.120683379876378e-05
DNAJB2,0.011666242014746551,4.398416558372805e-05
ESRP1,0.011688100158986983,2.1905906094693302e-05
FLOT1,0.01168931639798179,5.331745223785842e-05
CHP1,0.011691046110389375,0.0005617475475077609
LMCD1,0.01172346555932001,0.025941168359208233
FFAR4,0.011757581435765304,0.0002490916541383309
EPGN,0.011770004733022357,0.04509169588291045
SEC14L1,0.011774059007408766,1.8086654102480034e-05
SYT1,0.01178942852519253,0.00888905067399957
UBE2Q2P2,0.011800009805137453,0.00030271088746911494
TXLNA,0.011818566913464088,1.8636976415765574e-07
ZBTB20-AS3,0.011823748618473877,0.0045367214874605455
COL10A1,0.011824347771499252,0.012780555076851224
GTF2H2,0.011831329389219993,0.0003675426431216609
ZBTB4,0.011832308620959473,2.001484877662829e-05
BMF,0.011864313849164362,0.003778938329099179
RAC1,0.011881033118964575,0.0007268361804976921
ADAMTS16,0.011882891393480326,0.011335789326426775
EMP2,0.01188440210074809,0.013245835045689451
PEX11G,0.01189305915188131,0.0005179542405644236
PNMA1,0.011894892683461375,1.2234608996663936e-05
PCK1,0.01189686007321102,0.008879848509957542
CDRT4,0.011898700428161749,0.0066681127183271915
TCAF1,0.011911029613215884,6.9599021284007585e-06
OPHN1,0.011911084103149018,0.0012652892476862278
XPOT,0.011919470409207586,5.227044260159015e-05
ZBTB10,0.011946172461261442,0.0010177632106853072
UQCRC1,0.01195284827179477,7.2374941864503e-05
RNF113A,0.011965705486334743,3.2258227026023626e-07
PPP5D1,0.011966275322708497,0.00012473470442421193
LIN7B,0.01196730275906116,2.18265332317086e-05
COPS4,0.011971493026677785,3.860045803014602e-09
UACA,0.011994820521715886,0.03994161450338723
DCTPP1,0.012003873865822325,0.00014299429020501886
KCNJ11,0.012010902737347763,0.00010488447937185487
GTF2IP4,0.012037759635567542,0.00015528590439771225
CAPNS1,0.012043798540596411,0.0004545911027610176
AURKAIP1,0.01205434867851917,0.0003978170741793313
GNG5,0.01205541832613107,0.014721910494457239
FUT1,0.012065355708161807,0.0009443257679397027
CLVS2,0.012071208930517698,0.002891369822333166
CTSD,0.012072073151302638,0.019057302735744883
MAP1LC3B,0.012074223823748176,0.007830167237614193
ASB9,0.012077597792456329,0.001628473119808358
ELAVL1,0.01209180594863614,0.00013584114388069934
FEN1,0.01209607692047854,0.0006118386662128822
PJA2,0.012096930029886351,2.535382407046342e-06
PTENP1-AS,0.012109052652095673,0.002009245444902717
CNPPD1,0.012146262806786547,8.840582210891348e-05
CENPBD1P1,0.012151655492339425,9.200635739234529e-06
IRF2BP2,0.012152094478562218,4.489762381872989e-05
TMA7,0.012156275132833409,1.1001939773917278e-07
PSAP,0.012168322904689728,4.5607175897607495e-06
LOC729732,0.012192434580770066,0.00010859124784987061
KRAS,0.012204127303202061,5.728016507123959e-05
VAV3-AS1,0.012204950882782962,0.010592501544030668
MAEA,0.012206401986822388,2.395456320860534e-05
RETREG1,0.012207783367846024,0.000298503615052465
CASC17,0.012212381906910865,0.027394539401562886
SESN3,0.01222189679876961,9.235235684603548e-05
SARAF,0.012225347091290079,8.495501997668983e-06
BIRC2,0.012243724042469328,4.586025679686135e-06
SLAMF7,0.012249151331996066,0.002723952042177801
PTX4,0.012274156579904796,0.048024526528113495
TRIM31-AS1,0.012290772532272301,0.006013965850304376
LINC01886,0.012299325310581232,0.0012639608276642175
HYOU1,0.012302533654625993,1.545472606585281e-05
LINC01782,0.012311418376653031,0.00906080502447121
SEMA6A,0.012337221570583215,0.0067973545355581545
DEPDC1,0.012339614654282086,0.023504210856634362
TESK1,0.012345774263896197,0.00013217482801291576
C12orf50,0.012349161024153583,0.010548952283132762
DCAF7,0.012387524221203917,6.087644194315567e-06
CD81-AS1,0.012388239737988888,0.004249132675609724
ADAM3A,0.012398153124309601,0.045824946568613224
HCST,0.012430151052670332,0.023651475791093432
TRMT10C,0.012439123494460233,1.935664924139363e-09
TMED2,0.012443310731482811,7.95467799504553e-06
PSMC4,0.012450467743371744,1.0348058844161775e-05
EIF6,0.012457755771473462,0.00040353655204297293
CD1D,0.012457928572477659,0.009547241277031798
RNF4,0.012481507914816956,7.71331349276934e-06
ACP2,0.012506527259815969,4.966391430570755e-05
TMEM163,0.0125272709750497,0.001762909536643824
SDHAF1,0.012530231164412747,9.150758696586232e-05
RAB35,0.012549393049962589,0.0003496381523274704
ROR1,0.012566956954458884,1.1554945781729633e-05
COL9A3,0.012606169930652007,0.00987251215044927
ROR2,0.012609214869928472,0.007509182565364611
CSNK2A1,0.012610253741261972,7.735545040119018e-06
LOC101927495,0.012617093593101146,0.0032970332782561746
ZNFX1,0.012642413856620533,2.2928932891698083e-05
ROMO1,0.012648910916889453,0.002035505417857647
ITPRIPL1,0.012667961402583555,0.04175029959348799
ZNF322,0.012673083250869988,5.598472751030022e-06
MYDGF,0.012686803363599146,0.00015307005459106414
LINC01600,0.012693254322092458,0.024072095093075042
FAM66C,0.012699837147666064,0.00014100622863185127
ETV3,0.012718348375566891,4.348458529519472e-05
ELOA,0.01272922502716611,1.8846570006049918e-06
PYGO2,0.012733844465521517,0.00010738269041278697
PDCL3,0.012736407546587026,8.709761264657776e-06
BFSP1,0.012747336060038954,2.7649709775940978e-06
SHANK1,0.012767142975421386,0.002375997079997059
RORB,0.012776826876520977,5.39639366166046e-05
ISCA1,0.012783288712093745,1.4084804657870991e-06
MUC15,0.012791287832367819,0.026701717520228374
VAMP7,0.01283747341566114,7.2593017860108475e-06
TPPP2,0.012872223382322884,0.0009915100502012753
HYAL2,0.012893491771724315,0.0065943615630839544
SLC51B,0.012919766727488,0.026538960481954393
S100A10,0.012921439734854831,0.02789825086942625
NMNAT3,0.012947359307189944,1.98187709788889e-05
TMEM43,0.012952244186521751,4.8551709600326025e-05
PCDHB5,0.012966340879453848,0.0001072211556039472
LRRC74B,0.012983288060344956,0.02563965044195849
ZNF709,0.012986901686356458,1.784811101899047e-06
MED18,0.013009856752039785,2.5706583567038236e-07
COX8A,0.013011797525924474,1.1475530079337248e-07
KCTD5,0.013030994570552052,0.00036864663454397474
LRIG3,0.013036660128121502,0.00014641341540482574
ABLIM3,0.013040540165782953,0.022890554885644326
PFDN2,0.013059954564736935,2.3760035237106064e-06
TMEM184B,0.013066431654906462,6.62767266952387e-05
DAPK3,0.013086388782221155,0.0006494067557120998
TESC,0.013089351290116,0.018440862572437104
TIGD1,0.01309505133256246,0.00033148663418602203
LIPG,0.013117201393432004,0.001109008155744661
SUPT16H,0.013118021334310349,4.274386533766848e-07
ZNF627,0.013129453316369234,6.09436984171053e-07
DNAAF2,0.013135800612706734,5.698681298557955e-06
APOBEC4,0.013158040869945946,0.0015070727505787408
DAZL,0.013167526764255885,0.025438182763073514
TOPORS,0.013176958646675362,8.867643577014213e-06
HLA-DQA1,0.013201528948095863,0.0002706333855917164
CCDC151,0.013217451608521277,0.0007447809309253269
HMGCLL1,0.013243779401030258,2.7380723480984976e-05
ZNF768,0.013256946080877305,0.00031108859820079657
CCNF,0.013283852450867927,0.0007787004165390681
GRB2,0.013291713407299802,1.9584390110051417e-07
SSNA1,0.013303734334555272,0.0002610518663178652
ENTPD1-AS1,0.013308758752524913,4.346214081109282e-06
COMMD3-BMI1,0.013314390131633299,1.2892981409950683e-05
EYA4,0.013318879882406508,0.0049717682017130635
LINC01252,0.013320775492393883,0.012798593336530481
XYLB,0.013322043794091621,5.779714849667415e-05
PCSK2,0.013336061368924405,0.00038089475565079156
TGM4,0.013336202793396321,0.04351516276518083
DYNLRB1,0.013346331139106984,9.22916450495783e-08
MYRIP,0.013348683420065755,0.0008333365854214551
FAM47E,0.013350980697291152,4.6580500347423136e-06
PABPC1,0.013354091066111904,0.00966986354904128
UBA7,0.0133575387482868,0.04667728037723341
HABP4,0.013372601208178828,1.30789772224802e-05
LINC01876,0.013405422188808578,0.00013521497826464505
NDUFAF6,0.013406546852629181,6.677851100323645e-05
VIL1,0.013440344220099393,0.00017223045908582133
PAF1,0.013443055394629526,1.6789746255503625e-05
HSF2BP,0.013458147282054259,8.100422611713413e-05
IRF2BPL,0.013458190422404712,0.0006220306049391703
HSP90B2P,0.013468769692710155,0.009578597666365688
C1orf210,0.013479366654920685,4.9823152850069137e-05
OR10H5,0.013503585797643852,0.03017728475379917
ARF1,0.013511035600471285,4.829475243652417e-06
C17orf107,0.013514725512499316,0.00020460364263784054
GRIA4,0.013521404668134162,0.00014349318888367638
B4GALNT4,0.013528272296040034,0.005398853904985934
PWRN1,0.013543596152109521,0.001497681685722437
LOC644669,0.013551578234547923,0.04065140529592662
LOC101929353,0.013553610953556828,0.006013965850304376
CFDP1,0.013554251455419363,1.667148139494292e-06
LIX1L-AS1,0.013583841638488808,0.023995990455549274
ZNF416,0.013594569760480714,1.0092924501601136e-05
PACRG,0.01359543791195067,9.6942262529107e-06
TPD52,0.01362323527531564,5.939210124455856e-07
SLC44A3-AS1,0.013656406436933985,0.021875214465098537
BANF1,0.013665470579980776,0.006457710900730021
OR52R1,0.013698019662645704,0.02110298841123715
B4GAT1,0.013706374557877219,5.785445067688025e-05
OTOGL,0.013710062634463047,0.0025197935370053787
SMIM10L2A,0.013711137737771092,0.0003695690891095375
CARM1,0.013719761200971141,0.002988109453040232
PRDX3,0.013727944756304176,1.4409823912045675e-09
RAI1,0.013738402614879212,0.0020233356055350394
CETN2,0.013743061445312706,4.335683222717786e-08
DOHH,0.013753670859849845,0.00024640460086882294
MTMR7,0.01376638790735824,0.00015262562832519177
NR0B1,0.013768754341717876,0.00027326849831013666
RBM24,0.013769328017156373,0.0006221727633384271
FAM81A,0.01377649561359105,7.629745497513033e-05
PGM1,0.013780533465568184,0.009447955411849535
SIGLEC15,0.013787551952155539,0.0004939021785599268
MRPS2,0.013796432055261551,0.0005204557420791787
NGRN,0.013796847663880191,1.3433101603769023e-05
LSR,0.01381785349471692,0.0011992309194783389
TMEM47,0.013829034166520772,0.005751470923127604
ATXN1,0.013830870249682868,1.791776812221608e-05
KLHL21,0.01383823014744367,0.022435605570865973
ANKRD23,0.013847207205118414,0.000782948940453788
SMIM17,0.013862549393532082,0.00040701419363158524
SNAP25-AS1,0.013887525930337073,0.00027125856024671954
TTLL6,0.013905807920465973,0.00010681930522841541
PRMT5,0.01392810278128564,2.6419225217818435e-06
MRPL50,0.013936944543717024,1.1232875578511607e-08
CCDC187,0.013951548290529425,0.00044767467848688105
UQCR10,0.01396741763713157,0.005773049664627852
MIPOL1,0.01397652161951588,0.00020002373002773932
NUS1,0.01400958824704175,2.5719553591278134e-05
CBX1,0.014012098516023436,3.8186912012457845e-06
TRIM46,0.014055218651153454,0.0005382313032223226
EID2,0.014070195996426216,9.700809037772723e-06
SFXN3,0.014088319023003872,0.0057524913101180035
SOHLH1,0.014091812756825054,0.016855640614002805
PARP14,0.014095312419901071,0.0023090230515537243
LELP1,0.0141442722591472,0.03337685425795795
UBE2B,0.014147480373802427,0.005691758698687678
TRAM1,0.014169120931956653,6.062307034879152e-05
PSMD8,0.01419158337275117,2.5659260163645615e-06
RILPL2,0.01419937930040113,0.00054044438976467
COX17,0.014225449659640827,1.1443543163094862e-07
TRDMT1,0.014231153607981719,7.598619329671239e-06
FGD4,0.014233858996706662,1.8411880646705095e-06
ABCF2,0.014234362971118823,2.079510584398662e-06
SLC17A1,0.014239986304727817,0.02939686762806433
TRPM6,0.014279024682092231,0.0004737368754636047
SSR4P1,0.014281035084868814,0.01336337797742125
LINC01285,0.0143061749053481,0.025074129219155954
FAM47C,0.014316935618241105,0.0413782014369407
ZNF507,0.014325248123566107,1.9050334554805255e-05
ZMAT2,0.014350646791594276,3.1314200546539517e-06
RTL6,0.014370917453825415,7.522500010982654e-06
EXTL3-AS1,0.01437524669010193,0.004902534476846746
NBPF26,0.014410355927827117,0.0004307199169862986
RAPGEF1,0.01441855690205749,0.0002045790972069185
RDH12,0.014419934778073113,0.00015926402098959006
WWC3,0.014441747981084304,3.0746661362923865e-05
LDB2,0.014458652215923667,0.008765883255480422
RBM4,0.01447536934359336,3.136140726040419e-08
LAMP1,0.014492146623328027,4.124229531850471e-05
SLC8A1-AS1,0.01449586597762025,0.000819192731867956
TPM3,0.014521333922662125,1.7273017552458626e-07
NEK7,0.014571327147074832,7.03681415011412e-05
CDKL5,0.014579740897532778,9.370179270978361e-05
PEBP1,0.014590609062827222,3.1508452887143846e-07
TOMM5,0.014608295016975768,0.00019350514766612256
AZIN1,0.014615258028450815,2.415876488808549e-07
SNX8,0.014630702198052684,0.004140109570121541
SHISA5,0.014658714415262992,0.00041233070748458977
GSKIP,0.014659509038422709,6.827675121290094e-07
LINC01376,0.014666308189940813,0.00023955055067249417
SPATA4,0.014670414446084462,0.0008358544605551195
FHL5,0.014670553630134335,0.011533184848393828
LINC00645,0.01467340394269855,0.023043601438877116
PAK5,0.014677111387732596,7.428527471880995e-05
LAMB1,0.014706004069602091,0.0010757325003223725
HERPUD2,0.014707310778606037,8.554834080012961e-06
XIAP,0.014712358177819365,9.858842166828348e-06
SYT11,0.014722068533263724,2.746918057541377e-05
ZNF668,0.014727186566784957,0.0002677880940494278
PEA15,0.014731276544428327,0.0006936152329813662
RTP4,0.014754144756915583,0.0016865716553765967
DCTN2,0.014784467780018969,9.028588242979345e-06
KCNE4,0.014799513742155232,0.0017980044628650264
GRIN2D,0.014821142504251055,0.0065058057675323275
SUMO2,0.014821371099971763,5.021384867090388e-05
SP140L,0.014830653922170934,0.005799618233701626
ZHX1-C8orf76,0.014831183617245522,7.446948552583784e-06
EIF4G1,0.014832620697606812,0.0005138055348694924
PICALM,0.014833382084780751,2.971589646781946e-05
ADD3,0.014880220542884801,0.0001949123865057645
SDHC,0.014908007309014173,2.841227538656691e-07
ZBTB6,0.014913004535626906,1.3047946696403672e-05
CDHR2,0.0149158617557848,0.006937092016219512
COX14,0.01492189560406757,0.00041675892848983177
PLXNA2,0.014924224879674658,0.00014630376691275463
RHBDL2,0.014939657836314414,0.017995563701420986
ADORA2A,0.014958813977943226,0.0007132915757553051
LSM14A,0.014963253755805109,1.332527115275557e-05
TFPT,0.014972090862582875,1.2266984844301973e-05
ZNF830,0.01498017117378285,9.013098279543677e-07
CYP2C19,0.014996593297759282,0.03297320458731197
LIN28B,0.015017149227701573,0.04262039781480297
PSORS1C1,0.015042917909191418,0.021567710795331797
HNRNPK,0.015045127393773927,1.4289671292478428e-06
MATR3,0.015065287227026544,2.185402302000788e-06
PCDHGB3,0.01507389801954751,0.0011871400466401854
LINC01470,0.015100430385870679,0.037649941350889574
DRC3,0.015112039803926353,0.00018864668842948572
SMCO3,0.01514065451553101,0.014331130382938356
FANCB,0.015169837748785346,0.008961078174506615
PIP4K2C,0.015173791871762793,1.4968090280446664e-05
ARRDC3-AS1,0.015177372669978357,0.0009994813401028636
SCG5,0.015206905407422776,0.0005942220114206183
LRRC37A5P,0.015212279629136937,0.0015533507609633292
CTNNA3,0.01525268562390054,0.0003720488141163753
TBL1X,0.015261939067443775,1.9409779489728813e-05
NCOA4,0.015265715909596314,2.982112628817926e-07
PUF60,0.015319682138851593,6.350603321565285e-06
ILF2,0.015320487367307296,1.4243534214413781e-08
ELAVL4,0.015323706890338172,7.848274159430677e-06
GNA13,0.015326209291238124,0.000569067994383074
GCHFR,0.015342868175708107,1.2439316895435724e-05
CENPM,0.015351171200355292,0.0047872034586641165
ADGRE5,0.015358487237347828,0.04914667447470625
ZHX3,0.015362654977570216,4.043769348219695e-05
ZC3H11A,0.015388465114871786,3.4932898175959134e-06
CSRNP3,0.015397804324264698,7.394426522839867e-05
HECTD4,0.015408652915201913,0.00027393754525543583
DDB1,0.015417834178163685,1.262430329153236e-06
ST14,0.01545912215328902,0.047962322707028764
TRIM26,0.015467472311236966,0.00014044910345732862
TIMM29,0.015475627459060861,1.5698877081409136e-05
HPGD,0.01548740278338517,0.00015861545390180828
SH3GL2,0.0154941267130377,2.7983958816549214e-05
TCTEX1D1,0.01549623592204841,0.03646536757086521
GLTP,0.015512100469535587,9.896375392162936e-05
SLC52A2,0.015551737205806545,0.001737334641174145
CTDSP2,0.015560905495423206,0.00035914325317651456
LOC100130691,0.015582583041756042,0.005494026887221143
LRRC3,0.01558979836581596,0.0010276166194030103
CENPBD1,0.015602844082560975,3.799581514547421e-06
TVP23C-CDRT4,0.015617073967220564,4.780935237731594e-06
RHOB,0.01563131277526162,0.006968378354383074
CER1,0.015640402716520452,0.019327343725967554
MRFAP1,0.015640798771673146,3.4536568672004605e-06
RAD21-AS1,0.01565835974970335,0.0003779084399042417
STX5,0.015669836927771425,6.460468838103607e-05
FAM66E,0.015682540842062477,0.002430373389699789
SNORA66,0.015697502615864046,0.026578603890100874
TACC3,0.015702483240465658,0.0011402624089039332
SMIM22,0.015706775698578517,4.094474314333049e-05
ACOT2,0.015708586032588238,4.162114218635017e-05
LYN,0.015716731825968017,0.027058645897940038
TEX37,0.015723616230238154,0.01445251481571911
ELOVL1,0.01573237698860134,5.2603332352413986e-05
AKIRIN2,0.01576173332948051,0.0012606197944494953
TRIM71,0.01576760753796928,0.001098855528521372
ETV6,0.015773466904352076,0.018161692966046823
BBOX1-AS1,0.015792745123792386,0.008912761886759591
SLC27A4,0.015798333641059672,0.00031256123787119767
HNRNPUL2-BSCL2,0.015823763270647648,0.005565921342738325
EFCAB10,0.015827740040214068,0.00030520422552895787
PIK3R2,0.015835319570963825,0.0005718185964479395
TTC13,0.015837308094543773,3.826656739147745e-05
FOXO6,0.015842811960656646,0.014430466419306646
TMEM187,0.01584365554313323,8.877964869752678e-05
TRIM38,0.015850195295938972,0.00035610177153149906
BCAR3,0.015850776682392095,0.0001045681083434437
LOC100130111,0.01586504501893555,0.007825883316662926
ST13,0.015911166712466274,5.773659236551602e-08
TRIB1,0.01591549656747316,0.0017749412124338435
MRPL12,0.01594940242025833,0.0012885601909660444
TMC3,0.015952205060113044,0.003183945083898748
ATP6V1D,0.01595517707372919,1.626881260801787e-07
DTX3L,0.015972746047165025,4.759943252050429e-05
HSPA4,0.015991321113088982,3.196716143530135e-06
RFFL,0.015996086037481583,3.2025865488600377e-05
RPS6KL1,0.016002695574649742,5.549016999525294e-05
CITED2,0.016046126368676347,0.031019052855594236
AIP,0.016057987915246055,1.893796143078222e-05
ALDH1A1,0.016076658301618616,0.0001744092127104156
ZMIZ1-AS1,0.016078625455194374,0.026563845355442487
PPIB,0.016081986998931132,1.4553183764160791e-06
ATP1B2,0.01608329194154634,0.003231544534162052
MIR1322,0.016084495311338688,0.009319919847562636
AP2S1,0.016103338315778305,1.3522862226652766e-05
AKIRIN1,0.016116243581706484,9.300496903160795e-06
CDK9,0.016116692687451164,0.0001970899350858362
LOC100506258,0.016141346650167823,0.003985822760062283
SLC35F3,0.01617128778009264,0.000316104104278878
CASP12,0.016174854724471683,0.0013179577320091079
LRRC4,0.01617582749835011,0.00019200995512595696
LIN7A,0.016177617421273594,2.107573418172459e-05
NAALADL2,0.016184201371443482,3.4049273738131316e-05
CRTC3-AS1,0.016184585206934925,6.286066654785187e-05
PSMA5,0.016193032264484375,6.293207062878496e-08
SMIM2,0.01622846499087702,0.0347301354337792
EME1,0.016230338159983045,0.03656014732257928
ARSJ,0.016245487975962657,0.00036124334108033896
RPS19BP1,0.016256884352591663,3.487755880160515e-05
SCGB3A2,0.016279509419492494,0.0031446562874880707
POU6F2,0.01629151325307883,0.00038574783281854197
MOCS3,0.01629696929904467,1.2271865735801403e-05
SYS1,0.016308394167831294,4.943378495550889e-06
SLC45A1,0.016328635805601167,3.489805815765903e-05
PRSS12,0.016334962967551974,0.0006824939484448907
UBE2N,0.0163361152696298,8.56526130295696e-10
CBX3,0.016342854803115016,5.828108477257091e-06
CTHRC1,0.01635601100496819,0.030568295474870062
LINC01139,0.016380482189483073,0.0006733652380021222
LTBP1,0.016386325339166338,0.02906955066721709
MANEAL,0.016394148630269147,2.3426033612514894e-05
ALLC,0.016404497000041846,0.03475984378679109
POTEI,0.016420075122653727,0.032861955167105814
VPS18,0.01642423046997051,5.342547907734415e-05
SLC17A6,0.016478480769362595,0.0010512843645321527
RHOA,0.01649101704196501,5.060552709054168e-08
GOT1,0.016566132556575623,1.0365602631670378e-06
BMS1,0.016577952422008192,4.3210171966384005e-07
TOP1,0.01659455569121784,2.2488407682285194e-05
TREML3P,0.01660555458048291,0.04089256848031243
PCLO,0.016609929753071184,0.0001407700365087321
TUBGCP3,0.016612838320203358,4.6307505344164384e-05
DNAH1,0.016626038266717543,0.0026235964260895054
PABPC5,0.016645467976773146,5.858437439240025e-05
ACLY,0.01664782694265434,9.090322328136854e-06
BACH1,0.016664292805612047,0.008197237281252526
LINC01714,0.016672172497795186,0.0005872790030080915
CTSH,0.016678704326563654,0.0064210932753269905
NPTN,0.016693735715770035,4.308559355266872e-06
METTL2A,0.016694648412743162,3.1947394697428843e-07
ANKDD1A,0.01670593948241474,0.036002040305219966
SLCO4C1,0.01671281463951748,0.0018684578296007343
PCDH15,0.01671528393133171,0.036522893946058066
CNIH1,0.016731355125394302,8.277258637395224e-08
GRINA,0.01674546013127888,0.0038644251677307584
MRPL34,0.01675772616639855,9.007951498935974e-06
ZNF593,0.01680248067757004,0.0008907061903043396
LINC01554,0.016830069594495865,0.019833761347996515
AP3S1,0.01684955086384911,0.0002271112472691124
COX6A1,0.016861830380265654,1.0623341781459013e-06
TRAPPC2L,0.016864242354924633,1.6152684563788522e-06
WNT4,0.016887204244462238,0.0005084816575719715
TMEM119,0.016912880804018655,0.04066924049654888
SF3B5,0.016917041475542596,2.286585897798779e-08
CCDC112,0.01693077926575762,5.0014078781882955e-06
BCO2,0.01693967384274942,8.498221493911277e-05
MUL1,0.0169481563803671,1.1061782539316667e-05
MBNL1-AS1,0.016957298270338123,5.011042829231109e-05
TSPYL1,0.01700612375114183,2.6906945289308434e-06
ZMAT4,0.017018201165704575,0.00027479875901592675
CD3D,0.017054897827936493,0.04251916529396068
WBP2NL,0.01707197677573901,5.728802635542235e-05
B3GALT2,0.01709468551517706,0.0001629579582091294
RDH10-AS1,0.017098950629116327,0.00026300083631564585
NMT1,0.017127318998515283,2.6484656290687447e-05
C11orf87,0.017150911195214048,0.0021782814622749516
ADAMTS5,0.01716321017889597,0.008062358593327176
LYSMD2,0.017173643997138544,1.908716621879037e-05
STAT5A,0.017184222219174497,0.006474133099002437
M6PR,0.017188441950342172,3.1432244034619044e-06
P4HB,0.01718861227235135,0.007217012197675066
YIPF3,0.017205391134211052,6.681771178257011e-06
TUBB2B,0.017221114203449912,8.236197518654955e-05
FNBP1,0.017232721080351183,3.2047933054858426e-05
TSPO2,0.0172365947807221,0.040310933817711274
MIR200CHG,0.017242238639096123,1.9058810622560127e-06
ZNF227,0.017258464975767798,1.8675657671214293e-06
GALNT1,0.017273309674530196,9.438931349992611e-05
SMIM15,0.017279598665116417,5.306175891034224e-07
PRELID1,0.017283184596473,0.0019923349798325494
B4GALT6,0.017296917324221676,2.784067669919256e-05
LOC101929626,0.017305438950487858,0.0010441753947327056
ABCA12,0.01731181979955571,0.022823681144643292
VIM,0.01732435665574593,0.02350765467934318
DSCR8,0.01732656664639578,0.0019363292209071306
ARFGEF1,0.017354384957226594,2.098475303964836e-05
MRM3,0.01735674584239012,1.5119322636517227e-06
S100A6,0.017361907401991367,0.0039667469389039955
CYP4F62P,0.017395940042780642,0.018144247039031697
DYNLT3,0.01743257497842092,1.2505427576901863e-05
CNTNAP5,0.01743754126946894,0.0025716617659449275
EIF3J,0.01743830605001021,6.9534070283375815e-06
SLC17A4,0.01745032056011609,0.00658347735252229
IQGAP1,0.017466197342265788,5.066434983054873e-05
TMEM123,0.017484292052871924,0.0001397160042236712
AR,0.017510023986384113,5.606870885456937e-05
TOX3,0.01751668814487224,2.3001589315187817e-05
ISX,0.01751976336019483,0.0062041461204689
AARD,0.017524459906160427,0.0006212980416625961
ATP10D,0.01752834682014008,3.3168461239586366e-06
FAM107A,0.017531555082510163,0.0009905583836329205
ENKD1,0.0175618719131389,0.0012461712386595196
PSMD2,0.017577784856604797,3.1439220548315174e-05
FBXO16,0.01759241295687073,1.099885375561935e-06
GTF2B,0.01760509861462368,7.687551137043633e-07
CDC42,0.017611267649179106,2.8660898391797086e-08
ASPA,0.017618313179663926,0.024972734930273525
SAE1,0.017641950839098523,1.0932431682832348e-05
SUN3,0.017653737889127934,0.04392465300983324
NCF2,0.017654661884998365,0.017282608589111337
RNF5,0.017672669471704535,1.510883649193068e-05
SPCS2,0.01767554702566718,2.8999630957151454e-09
CRYBG2,0.017692931275226347,0.018756376594502282
IL6R,0.0177018437796517,0.0016147317128934267
AMBN,0.0177102538121631,0.00265424216365501
ERMN,0.017716127738705813,0.013771642479538987
LAMP2,0.017719898962704442,1.1830506754342747e-06
MED19,0.017725643528587402,1.6980814794738868e-05
CD5,0.01773643724663068,0.002314766716850393
SLC35D2,0.01773857548345101,0.0004294556920235813
DYDC2,0.01775604193795204,0.0031075750013415055
CAMK1G,0.01776451225497906,0.00040352991772871666
C14orf39,0.01779732998531936,0.04225494989221418
BBS12,0.01785216025799642,9.690718899857522e-08
ARCN1,0.017883351021491672,1.810412256843633e-06
TXNDC2,0.017889003083805748,0.04278039485364206
RFX2,0.017903859349792918,2.1634471930318673e-05
FBXL15,0.017928046850144735,1.644687206943576e-05
ABT1,0.017954110944127934,3.882835162802428e-08
