SOCS1,CD3D,CCL4,IL7R,TSSC2,SAMSN1,PTPN7,CD300C,VSIG4,CXCL10,GPR84,CD300E,THBS1,FPR1,FSIP1,PDCD1LG2,MT1E,CCL5,GZMB,SEMA6B,AQP9,IL2RA,LILRB4,CD3G,CYTIP,CD209,PPBP,CCL7,CLEC5A,LRRC25,CCL4L2,IL18RAP,P2RY6,ITK,FLT4,KLRC1,CCL3,NKG7,IL2RB,GZMA,MT2A,IL1B,APOD,PRF1,GIMAP6,MT1G,IDO1,FCGR3A,CXCR6,FCER1G,IFIT3,BATF3,SLFN12L,IL10,SIGLEC7,GZMH,CD7,OLR1,S100A8,label
202.6305,17.153,104.5767,248.5602,261.1489,476.7507,991.2076,45.7194,29.4663,27.1863,38.7657,88.2496,249.8156,53.731,82.4205,91.7608,18.2618,32.8909,25.9174,69.7073,45.9655,370.0737,16.5481,163.2323,2967.3781,92.0555,12.7175,27.8849,116.1072,218.4888,2.1556,43.1761,167.619,275.0687,201.9403,62.2972,11.6091,73.0357,135.8309,31.7186,50.5389,111.4062,52.7555,47.4352,204.1799,2.3995,101.1614,60.9264,93.9112,40.913,95.1402,78.5593,213.5974,57.3773,54.7287,75.1972,50.2646,157.7067,30.9238,0.0
204.8701,40.2709,48.0068,470.3158,453.097,1399.378,1535.6178,69.4573,78.4389,65.6337,110.8716,201.1893,457.5038,151.3848,183.8598,173.1499,52.924,103.7958,88.9225,179.8676,150.946,1341.3252,132.5258,318.8529,5618.5985,191.0138,34.0741,67.8793,276.3767,355.5105,9.8525,136.0598,209.4749,526.7203,323.9161,149.4103,16.5327,137.1381,295.2569,60.2231,75.5204,245.054,88.7113,106.6072,334.0071,12.5277,186.1925,114.5866,223.268,99.8735,347.6839,171.8641,478.0838,132.1325,140.5961,109.9314,131.5432,402.1254,53.8752,0.0
213.0536,258.9672,106.0775,3089.3896,117.5234,2618.5039,3761.7684,55.0479,70.3842,31.9288,49.8774,243.4595,8136.7172,80.8131,63.636,97.5479,33.6714,1246.2229,289.0186,216.0646,190.1011,4938.1325,18.0444,338.3711,7367.134,73.414,1119.5389,240.3638,383.1448,167.9484,4.9236,121.7057,88.5289,677.7513,132.8006,43.3895,120.2774,431.9713,1947.1064,297.0813,176.8153,1344.4784,3261.6058,519.5175,409.4941,71.0435,235.1818,502.5922,155.1186,504.6689,150.6568,78.1564,601.4578,78.9141,52.7044,328.4701,135.9068,156.0614,398.21,2.0
221.0,10.0,23.0,212.0,92.0,138.0,17.0,19.0,62.0,164.0,34.0,2.0,37185.0,9.0,1527.0,17.0,1888.0,145.0,25.0,303.0,40.0,3.0,46.0,21.0,420.0,90.0,7.0,66.0,269.0,27.0,0.0,14.0,23.0,44.0,139.0,11.0,193.0,12.0,33.0,17.0,2187.0,170.0,138.0,5.0,88.0,847.0,16.0,22.0,6.0,347.0,4896.0,15.0,9.0,25.0,11.0,10.0,9.0,158.0,154.0,0.0
224.0,18.0,65.0,805.0,70.0,173.0,28.0,31.0,115.0,5280.0,39.0,3.0,25799.0,5.0,76.0,12.0,2085.0,317.0,61.0,395.0,177.0,7.0,103.0,33.0,131.0,96.0,73.0,224.0,174.0,34.0,0.0,9.0,24.0,23.0,83.0,4.0,161.0,21.0,21.0,132.0,3569.0,1790.0,49.0,19.0,93.0,2014.0,581.0,8.0,14.0,439.0,10663.0,23.0,18.0,41.0,3.0,11.0,58.0,131.0,74.0,0.0
234.0,2.0,0.0,138.0,128.0,69.0,11.0,5.0,44.0,507.0,3.0,11.0,7278.0,6.0,69.0,0.0,391.0,264.0,12.0,296.0,34.0,4.0,43.0,14.0,56.0,55.0,4.0,6.0,44.0,50.0,0.0,1.0,12.0,14.0,53.0,5.0,40.0,11.0,16.0,4.0,748.0,113.0,17.0,3.0,19.0,826.0,318.0,76.0,10.0,128.0,2515.0,7.0,12.0,24.0,20.0,0.0,5.0,103.0,29.0,0.0
252.0,7.0,1.0,270.0,70.0,114.0,19.0,25.0,89.0,1620.0,39.0,10.0,28366.0,6.0,84.0,43.0,2556.0,162.0,34.0,415.0,112.0,6.0,104.0,19.0,199.0,61.0,39.0,145.0,158.0,40.0,0.0,4.0,19.0,16.0,53.0,1.0,116.0,5.0,10.0,36.0,3740.0,1384.0,52.0,6.0,61.0,3455.0,241.0,22.0,10.0,401.0,10406.0,15.0,17.0,27.0,1.0,0.0,63.0,113.0,70.0,0.0
278.6554,104.1884,49.1248,1894.0374,114.7017,3717.4368,7161.8923,58.8692,141.7694,272.3134,72.1641,665.0088,18089.5676,70.2953,57.8962,177.5519,47.036,581.6182,257.0219,695.0697,220.0475,493.9422,1002.2208,170.7715,4820.6365,198.8145,1819.9601,722.0312,468.9295,448.8591,5.7925,77.4449,246.549,452.766,128.5678,65.7428,152.9313,430.8505,2043.5392,156.8477,441.875,1819.2316,158.9646,571.4733,430.0871,94.0636,385.5461,669.0831,57.9948,1026.3801,2888.2432,70.4331,385.7866,172.6283,105.1716,253.6755,174.4107,175.8688,597.6427,2.0
283.0,23.0,12.0,548.0,80.0,259.0,33.0,32.0,143.0,1047.0,35.0,57.0,37698.0,30.0,91.0,10.0,484.0,128.0,41.0,210.0,83.0,9.0,88.0,12.0,202.0,228.0,2.0,39.0,217.0,44.0,1.0,10.0,57.0,19.0,78.0,27.0,196.0,48.0,29.0,8.0,1291.0,539.0,538.0,8.0,138.0,182.0,71.0,20.0,6.0,525.0,3567.0,56.0,12.0,98.0,23.0,4.0,5.0,210.0,118.0,0.0
293.0,12.0,2.0,215.0,60.0,136.0,18.0,8.0,25.0,3040.0,42.0,2.0,32055.0,3.0,75.0,10.0,1296.0,123.0,26.0,276.0,54.0,3.0,0.0,24.0,245.0,61.0,9.0,211.0,138.0,15.0,1.0,12.0,16.0,22.0,64.0,6.0,266.0,12.0,14.0,16.0,1760.0,233.0,90.0,6.0,68.0,592.0,178.0,28.0,11.0,187.0,6417.0,15.0,26.0,23.0,5.0,6.0,12.0,97.0,51.0,0.0
311.0,3.0,2.0,477.0,95.0,59.0,28.0,7.0,31.0,40.0,13.0,91.0,6631.0,20.0,20.0,8.0,248.0,94.0,10.0,145.0,68.0,15.0,39.0,32.0,74.0,68.0,6.0,9.0,71.0,48.0,0.0,8.0,16.0,43.0,46.0,5.0,51.0,5.0,20.0,3.0,492.0,338.0,23.0,9.0,13.0,146.0,104.0,71.0,12.0,149.0,917.0,15.0,26.0,15.0,19.0,1.0,10.0,118.0,79.0,0.0
322.0,12.0,3.0,462.0,98.0,473.0,30.0,18.0,306.0,68.0,0.0,3.0,13566.0,6.0,109.0,15.0,1816.0,107.0,59.0,351.0,21.0,45.0,4.0,6.0,114.0,210.0,0.0,14.0,155.0,77.0,0.0,0.0,59.0,23.0,95.0,4.0,69.0,17.0,25.0,56.0,3062.0,212.0,146.0,8.0,147.0,3826.0,161.0,60.0,0.0,800.0,3318.0,16.0,25.0,31.0,58.0,11.0,12.0,259.0,18.0,0.0
361.1776,569.0558,123.0753,1485.6571,118.4632,928.8179,4617.8152,33.8291,5.0605,2.0076,4.0063,73.6866,64.2303,56.22,19.6185,70.2869,12.0267,1709.8324,670.6383,18.324,33.71,724.678,201.6084,369.6407,2085.5636,14.9054,49.0097,1.2173,37.3292,602.809,1.7449,40.8843,29.11,417.846,37.9722,44.5911,1.6637,3379.4716,1798.2983,1251.0877,473.1289,30.8436,130.1453,1943.5094,470.8969,1.7062,7.051,1624.2136,51.358,159.0557,69.7771,32.8426,188.1024,9.876,15.7297,1577.2373,385.2684,23.8362,322.1539,2.0
374.0,12.0,1.0,155.0,83.0,57.0,11.0,10.0,81.0,10.0,25.0,15.0,14113.0,2.0,17.0,22.0,410.0,54.0,10.0,115.0,39.0,14.0,20.0,6.0,19.0,26.0,0.0,6.0,60.0,21.0,0.0,3.0,55.0,9.0,63.0,0.0,76.0,13.0,30.0,5.0,820.0,226.0,61.0,1.0,16.0,303.0,18.0,14.0,2.0,182.0,760.0,12.0,7.0,22.0,4.0,0.0,3.0,71.0,35.0,1.0
378.0,15.0,9.0,238.0,103.0,143.0,25.0,23.0,96.0,1170.0,10.0,9.0,5587.0,1.0,106.0,7.0,806.0,183.0,53.0,247.0,41.0,71.0,29.0,16.0,319.0,112.0,4.0,134.0,87.0,30.0,0.0,7.0,31.0,16.0,128.0,10.0,246.0,42.0,29.0,13.0,1591.0,717.0,61.0,7.0,42.0,720.0,456.0,50.0,21.0,333.0,4277.0,32.0,11.0,15.0,16.0,8.0,7.0,87.0,26.0,0.0
389.0,6.0,0.0,146.0,63.0,62.0,9.0,12.0,6.0,104.0,9.0,11.0,39152.0,3.0,35.0,8.0,619.0,64.0,78.0,172.0,20.0,39.0,0.0,10.0,68.0,25.0,0.0,48.0,15.0,14.0,0.0,20.0,87.0,17.0,104.0,7.0,59.0,12.0,33.0,31.0,897.0,323.0,215.0,19.0,83.0,963.0,27.0,5.0,10.0,68.0,936.0,22.0,4.0,15.0,3.0,5.0,4.0,39.0,29.0,1.0
414.0,88.0,30.0,479.0,65.0,313.0,83.0,37.0,227.0,3620.0,73.0,72.0,3056.0,28.0,53.0,9.0,2113.0,355.0,142.0,146.0,649.0,35.0,77.0,86.0,321.0,181.0,18.0,48.0,190.0,44.0,1.0,17.0,61.0,18.0,49.0,20.0,1361.0,72.0,93.0,164.0,3933.0,7878.0,116.0,34.0,54.0,1713.0,1402.0,104.0,70.0,877.0,5108.0,79.0,16.0,76.0,21.0,19.0,25.0,257.0,74.0,0.0
416.0,7.0,3.0,368.0,133.0,54.0,54.0,9.0,52.0,91.0,19.0,85.0,11816.0,19.0,5.0,4.0,1507.0,206.0,28.0,139.0,82.0,18.0,9.0,41.0,76.0,82.0,10.0,8.0,71.0,42.0,0.0,9.0,22.0,63.0,20.0,7.0,103.0,8.0,36.0,10.0,3335.0,1107.0,15.0,5.0,5.0,834.0,52.0,57.0,6.0,159.0,1685.0,13.0,51.0,9.0,21.0,3.0,42.0,166.0,60.0,1.0
426.0,5.0,15.0,147.0,147.0,32.0,26.0,0.0,0.0,1162.0,47.0,6.0,8766.0,6.0,33.0,7.0,1082.0,979.0,6.0,258.0,171.0,9.0,0.0,22.0,123.0,17.0,3.0,98.0,4.0,14.0,0.0,2.0,7.0,58.0,35.0,4.0,1099.0,3.0,16.0,7.0,3861.0,2061.0,5.0,3.0,1.0,769.0,173.0,3.0,20.0,34.0,7144.0,47.0,18.0,24.0,0.0,0.0,5.0,12.0,7.0,0.0
441.6798,168.0592,15.4391,1199.3403,139.5108,513.0601,8182.6021,97.4638,39.4834,31.6846,38.39,95.4148,474.1896,41.6859,74.0625,96.024,20.8815,256.3799,79.0917,109.801,62.8172,407.7148,49.8166,211.8686,7409.7504,60.3056,228.6243,31.476,140.1532,1615.0847,5.816,117.1583,86.191,801.2882,183.3873,45.3791,109.0643,158.0321,1930.7527,146.6057,106.6604,705.3641,1202.2395,781.3146,748.2508,15.4648,74.2616,168.1082,80.8153,100.9851,143.6316,82.9958,323.3526,54.7396,29.2961,60.4016,309.8517,132.8595,59.7507,2.0
452.2344,258.2899,171.2439,2419.6185,396.0388,3761.6788,12958.9859,154.3277,68.4016,83.3743,75.645,179.732,1234.8256,89.5041,149.8107,199.1961,49.0743,787.456,163.0782,215.6759,95.9302,3202.9569,378.4435,474.3209,16308.9105,159.2445,39.7807,37.8967,237.5151,1064.5235,10.5292,173.9733,173.9075,988.2213,417.3672,112.3277,26.1098,380.1682,2332.1818,233.2822,156.9333,150.4003,300.1068,1032.3473,589.8456,25.1269,155.2684,161.0788,208.155,109.4762,236.8843,177.6115,572.6156,88.6437,55.5008,346.7341,181.8604,229.0943,86.2856,2.0
500.5666,1136.8204,659.2701,11630.5072,189.2675,3500.3484,7109.7667,498.4969,269.3247,286.8879,84.7174,2419.7469,34563.0212,117.0025,50.0942,114.988,33.65,4020.9054,966.7199,1357.3485,102.5183,409.7818,58.8733,920.0958,7170.3844,109.1754,33.0102,8.2139,1122.7261,1225.9645,42.1483,638.7709,550.5845,2857.2924,157.7623,111.1028,32.2151,1740.8594,7713.7123,943.924,642.3306,211.7197,1332.9647,2785.6816,2765.1027,57.6619,188.5984,6828.8088,429.9804,2843.2427,620.3999,42.8461,1139.1021,71.8871,272.7257,1239.4019,860.6906,213.9018,2142.7012,2.0
510.0,3.0,14.0,105.0,119.0,124.0,12.0,4.0,60.0,214.0,11.0,9.0,3771.0,8.0,61.0,7.0,158.0,173.0,4.0,406.0,19.0,4.0,30.0,22.0,84.0,113.0,11.0,4.0,30.0,62.0,0.0,2.0,17.0,18.0,128.0,7.0,18.0,5.0,13.0,2.0,333.0,75.0,35.0,5.0,47.0,141.0,123.0,81.0,13.0,181.0,1246.0,17.0,12.0,9.0,19.0,2.0,17.0,76.0,2.0,0.0
540.0,14.0,8.0,534.0,80.0,242.0,50.0,48.0,113.0,245.0,23.0,70.0,17380.0,32.0,46.0,12.0,1032.0,170.0,78.0,243.0,94.0,14.0,8.0,34.0,149.0,93.0,19.0,31.0,140.0,42.0,0.0,7.0,82.0,44.0,132.0,2.0,75.0,21.0,67.0,46.0,1920.0,579.0,183.0,19.0,111.0,771.0,379.0,103.0,24.0,318.0,2419.0,18.0,9.0,60.0,31.0,4.0,26.0,254.0,108.0,0.0
553.0,10.0,6.0,559.0,42.0,157.0,37.0,26.0,451.0,60.0,33.0,4.0,4320.0,40.0,9.0,27.0,207.0,45.0,11.0,274.0,244.0,48.0,88.0,8.0,63.0,282.0,16.0,11.0,221.0,90.0,0.0,5.0,110.0,15.0,91.0,2.0,82.0,15.0,21.0,37.0,621.0,463.0,112.0,8.0,108.0,169.0,62.0,158.0,10.0,630.0,708.0,9.0,2.0,24.0,28.0,3.0,16.0,296.0,42.0,1.0
568.0,4.0,3.0,368.0,317.0,84.0,20.0,27.0,92.0,81.0,35.0,44.0,114888.0,7.0,42.0,29.0,3239.0,148.0,17.0,254.0,78.0,9.0,1.0,30.0,125.0,38.0,22.0,83.0,195.0,63.0,0.0,7.0,53.0,63.0,87.0,25.0,158.0,9.0,35.0,23.0,3504.0,227.0,61.0,16.0,52.0,1810.0,70.0,62.0,17.0,235.0,3607.0,23.0,16.0,36.0,3.0,4.0,16.0,163.0,66.0,0.0
572.0,38.0,10.0,337.0,85.0,182.0,72.0,55.0,480.0,156.0,45.0,2.0,5289.0,26.0,17.0,28.0,1181.0,208.0,51.0,252.0,108.0,100.0,25.0,40.0,102.0,212.0,29.0,19.0,341.0,104.0,2.0,8.0,71.0,35.0,67.0,14.0,97.0,22.0,109.0,81.0,1827.0,497.0,16.0,22.0,80.0,3267.0,653.0,155.0,11.0,511.0,1710.0,11.0,10.0,27.0,44.0,5.0,79.0,228.0,68.0,1.0
772.0,7.0,8.0,195.0,185.0,42.0,22.0,18.0,50.0,366.0,8.0,12.0,4384.0,7.0,13.0,2.0,1307.0,339.0,26.0,274.0,92.0,14.0,14.0,25.0,165.0,58.0,9.0,81.0,44.0,38.0,0.0,5.0,9.0,47.0,37.0,4.0,65.0,6.0,51.0,19.0,2718.0,866.0,22.0,20.0,16.0,5128.0,419.0,55.0,24.0,177.0,2880.0,48.0,14.0,12.0,13.0,2.0,47.0,248.0,55.0,1.0
857.0,25.0,13.0,484.0,140.0,317.0,35.0,32.0,30.0,73.0,43.0,49.0,35734.0,3.0,39.0,42.0,706.0,205.0,54.0,333.0,88.0,33.0,15.0,26.0,79.0,65.0,1.0,14.0,169.0,74.0,0.0,22.0,255.0,54.0,517.0,8.0,166.0,25.0,123.0,34.0,1651.0,865.0,163.0,25.0,378.0,251.0,169.0,34.0,12.0,561.0,899.0,51.0,16.0,73.0,13.0,9.0,14.0,133.0,99.0,1.0
882.0,5.0,1.0,327.0,115.0,253.0,24.0,16.0,65.0,25.0,19.0,31.0,37910.0,8.0,36.0,21.0,819.0,55.0,18.0,273.0,65.0,22.0,9.0,7.0,50.0,87.0,1.0,36.0,49.0,35.0,0.0,19.0,124.0,16.0,288.0,1.0,119.0,18.0,18.0,4.0,1261.0,395.0,296.0,6.0,234.0,863.0,36.0,24.0,2.0,277.0,1001.0,24.0,2.0,17.0,4.0,3.0,6.0,141.0,66.0,1.0
989.1867,545.2176,121.7592,5335.421,156.1183,2777.1078,2458.5025,162.1958,43.9961,114.0831,62.5349,3116.4841,37020.7127,197.5177,47.4545,74.3132,207.2412,1007.9642,581.1216,1476.182,722.8961,4471.7954,112.4471,390.5951,12367.0954,70.947,604.4898,156.8053,2637.3044,838.7782,150.8666,446.3717,158.3757,2125.43,91.1956,307.5893,182.416,890.0328,2699.8904,482.94,2606.9916,5841.1638,1317.9514,1410.551,1235.7107,692.6609,620.9944,2174.7798,135.6611,1497.0817,3544.5613,59.7378,614.6285,46.5378,114.4281,258.2913,1113.0055,880.2828,568.8672,2.0
1126.0,27.0,1.0,936.0,192.0,565.0,34.0,56.0,563.0,190.0,70.0,24.0,27111.0,20.0,197.0,44.0,2325.0,187.0,81.0,703.0,165.0,205.0,0.0,59.0,69.0,562.0,2.0,29.0,490.0,108.0,0.0,4.0,299.0,25.0,495.0,13.0,317.0,60.0,33.0,185.0,3971.0,450.0,373.0,21.0,476.0,516.0,193.0,9.0,11.0,1857.0,6805.0,41.0,30.0,106.0,48.0,4.0,1.0,668.0,241.0,0.0
1257.6153,656.2459,233.184,8427.5762,107.3693,7105.965,2446.0594,61.1424,6.0401,52.0921,45.0037,1110.5789,3078.8679,60.3553,43.2363,44.0636,12.986,674.768,787.7125,188.0393,786.2229,11042.588,47.9136,464.0437,12276.9224,21.1185,88.0956,82.5143,209.5223,142.1355,304.9067,319.9146,49.7185,3346.7968,45.2878,108.2447,358.7007,1034.8887,2379.7109,147.0239,232.5052,2243.7485,16.6443,883.2059,1073.3064,2.0072,59.9592,1679.4194,127.4547,313.9481,1701.2718,36.7124,285.8421,110.7698,32.368,345.2147,1430.4288,665.5557,151.0603,2.0
1412.5666,625.1889,373.745,6537.6627,115.9784,2784.5928,6338.7556,366.9637,19.1636,50.1319,98.1535,3301.5193,10046.4957,529.4787,50.0046,105.9531,27.9308,1150.5374,990.9352,1185.645,2561.9891,1996.9422,127.595,297.6,15363.6624,30.0695,25.9645,148.796,689.1324,322.6713,693.3689,350.7524,62.5695,2220.3247,90.4267,144.1325,465.2174,1244.1989,3453.192,177.0026,598.4985,5249.3972,79.9251,1268.5504,836.0217,2.6623,419.381,1377.7477,172.2067,742.6044,3770.9899,41.4816,339.295,110.8015,39.2751,328.339,1550.1236,1371.9393,618.5183,2.0
1694.0,35.0,3.0,362.0,135.0,187.0,45.0,18.0,93.0,562.0,37.0,16.0,72789.0,17.0,39.0,57.0,1943.0,143.0,59.0,217.0,103.0,12.0,3.0,35.0,85.0,76.0,2.0,19.0,114.0,61.0,0.0,22.0,326.0,34.0,188.0,15.0,176.0,21.0,126.0,54.0,2728.0,350.0,132.0,29.0,171.0,3831.0,276.0,38.0,8.0,449.0,3320.0,51.0,15.0,37.0,10.0,12.0,26.0,129.0,58.0,0.0
1842.0,33.0,3.0,559.0,265.0,174.0,118.0,49.0,299.0,618.0,32.0,16.0,26543.0,46.0,82.0,11.0,5639.0,548.0,87.0,767.0,186.0,26.0,118.0,78.0,124.0,222.0,22.0,61.0,226.0,151.0,0.0,10.0,437.0,170.0,413.0,19.0,239.0,56.0,75.0,58.0,8468.0,1997.0,308.0,37.0,89.0,8980.0,302.0,168.0,49.0,622.0,5937.0,49.0,76.0,59.0,33.0,20.0,61.0,323.0,74.0,0.0
1932.0,30.0,22.0,1355.0,968.0,173.0,184.0,45.0,50.0,418.0,82.0,213.0,70721.0,84.0,85.0,29.0,3171.0,1611.0,80.0,2311.0,159.0,80.0,41.0,290.0,81.0,301.0,18.0,91.0,148.0,204.0,4.0,26.0,361.0,537.0,891.0,55.0,334.0,40.0,188.0,54.0,5358.0,1942.0,422.0,69.0,309.0,3007.0,268.0,31.0,150.0,363.0,4092.0,132.0,246.0,261.0,12.0,8.0,51.0,549.0,83.0,0.0
1945.0,46.0,4.0,445.0,298.0,185.0,122.0,47.0,371.0,574.0,28.0,44.0,21575.0,110.0,79.0,36.0,1940.0,525.0,161.0,758.0,274.0,24.0,86.0,96.0,91.0,175.0,13.0,25.0,120.0,181.0,5.0,17.0,443.0,116.0,752.0,44.0,257.0,53.0,146.0,72.0,5384.0,668.0,530.0,75.0,204.0,3609.0,506.0,127.0,35.0,655.0,3031.0,58.0,30.0,47.0,62.0,28.0,107.0,333.0,109.0,0.0
